# md_1200K_96atom.extxyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     618      32      -194.2      -194.206      0.000194118      4.96842      5.00276      0.0137945      
     619      32      -194.2      -194.207      0.000199054      4.90357      4.93479      0.0143419      
     620      32      -194.19      -194.197      0.000206444      4.84377      4.88078      0.0144776      
     621      32      -194.176      -194.183      0.000220025      4.81382      4.85776      0.0154901      
     622      32      -194.152      -194.16      0.000240246      4.80602      4.84551      0.0150933      
     623      32      -194.699      -194.71      0.000360019      1.39101      1.39029      0.00865681      
     624      32      -194.197      -194.211      0.000431255      4.36986      4.35032      0.0129974      
     625      32      -194.223      -194.236      0.0004238      4.22871      4.22299      0.0123953      
     626      32      -194.23      -194.244      0.000418313      4.19216      4.19146      0.0126188      
     627      32      -194.221      -194.234      0.000397406      4.2644      4.27951      0.013473      
     628      32      -194.19      -194.203      0.000380727      4.4649      4.49046      0.012846      
     629      32      -194.144      -194.155      0.000357789      4.74269      4.76594      0.0123879      
     630      32      -194.092      -194.103      0.000348325      5.02938      5.05117      0.0130853      
     631      32      -194.057      -194.068      0.000345974      5.21251      5.22436      0.0131425      
     632      32      -194.024      -194.035      0.000347272      5.37834      5.38913      0.0126412      
     633      32      -194.014      -194.025      0.000344612      5.43331      5.43505      0.0124386      
     634      32      -194.023      -194.034      0.000347317      5.39938      5.40127      0.0121014      
     635      32      -194.065      -194.075      0.00033556      5.21842      5.21836      0.0111984      
     636      32      -194.179      -194.186      0.000207169      4.56742      4.60338      0.0133123      
     637      32      -194.152      -194.162      0.000310254      4.81487      4.83373      0.0124558      
     638      32      -194.197      -194.207      0.000301593      4.59518      4.627      0.0131663      
     639      32      -194.22      -194.229      0.000296474      4.47798      4.51076      0.0135212      
     640      32      -194.23      -194.24      0.000307614      4.42439      4.47659      0.0131049      
     641      32      -194.212      -194.223      0.00033596      4.51868      4.55259      0.0115323      
     642      32      -194.187      -194.198      0.000358575      4.65249      4.67349      0.0110355      
     643      32      -194.144      -194.157      0.000390861      4.87354      4.88581      0.0104029      
     644      32      -194.678      -194.69      0.000360466      1.73153      1.73997      0.009261      
     645      32      -194.086      -194.1      0.00044286      5.17797      5.15974      0.0104251      
     646      32      -194.066      -194.081      0.00045661      5.29988      5.28447      0.0094708      
     647      32      -194.073      -194.088      0.000460387      5.28637      5.27261      0.0102202      
     648      32      -194.106      -194.121      0.000459291      5.15788      5.16366      0.011633      
     649      32      -194.159      -194.173      0.000451076      4.91646      4.92948      0.0129268      
     650      32      -194.205      -194.219      0.000443117      4.68543      4.70133      0.0133665      
     651      32      -194.275      -194.289      0.000426062      4.29255      4.31983      0.0139176      
     652      32      -194.053      -194.058      0.000173171      5.19137      5.22558      0.0135711      
     653      32      -194.318      -194.331      0.000402642      4.01597      4.06317      0.0148675      
     654      32      -194.299      -194.311      0.000385126      4.11269      4.16428      0.0157773      
     655      32      -194.264      -194.276      0.000377077      4.2968      4.35881      0.0152158      
     656      32      -194.199      -194.21      0.000368065      4.62931      4.6753      0.0147533      
     657      32      -194.104      -194.115      0.000354682      5.06208      5.09987      0.013611      
     658      32      -194.052      -194.063      0.000345632      5.27659      5.30655      0.0131565      
     659      32      -194      -194.01      0.000332964      5.46791      5.50156      0.0130453      
     660      32      -193.978      -193.983      0.000168625      5.51511      5.5455      0.0138354      
     661      32      -193.98      -193.989      0.000297366      5.48753      5.51066      0.0123631      
     662      32      -194.02      -194.029      0.00027869      5.27113      5.30433      0.0118289      
     663      32      -194.059      -194.068      0.000265769      5.07698      5.11176      0.0123562      
     664      32      -194.117      -194.125      0.000246229      4.78931      4.8331      0.0124808      
     665      32      -194.167      -194.174      0.000220912      4.53259      4.58581      0.0128144      
     666      32      -194.193      -194.2      0.000209012      4.40597      4.46769      0.0124396      
     667      32      -194.205      -194.211      0.000199453      4.37394      4.43644      0.0122244      
     668      32      -194.189      -194.195      0.000190487      4.51396      4.5787      0.0128437      
     669      32      -194.15      -194.156      0.000182791      4.7873      4.84959      0.0131128      
     670      32      -194.099      -194.104      0.000174235      5.11432      5.1688      0.0124854      
     671      32      -194.073      -194.079      0.000170838      5.27      5.31911      0.0125303      
     672      32      -194.033      -194.038      0.000170648      5.51619      5.55851      0.0124861      
     673      32      -194.017      -194.022      0.000175132      5.62689      5.66737      0.0131747      
     674      32      -194.201      -194.212      0.000345895      4.75288      4.7542      0.0140729      
     675      32      -194.156      -194.167      0.000336535      4.92499      4.92026      0.0135048      
     676      32      -194.624      -194.636      0.00036264      2.39775      2.40406      0.00975623      
     677      32      -194.075      -194.085      0.000311617      5.2137      5.20293      0.0123426      
     678      32      -194.026      -194.035      0.000282651      5.37726      5.37619      0.012329      
     679      32      -194.348      -194.356      0.000252389      3.82698      3.87059      0.0126799      
     680      32      -194.377      -194.386      0.000269327      3.63573      3.67283      0.0132339      
     681      32      -194.374      -194.383      0.000286299      3.66608      3.70099      0.0136616      
     682      32      -194.351      -194.361      0.000298353      3.81385      3.83782      0.013571      
     683      32      -194.301      -194.311      0.000308691      4.10662      4.12452      0.0126564      
     684      32      -193.806      -193.812      0.000187119      6.1534      6.19242      0.0151592      
     685      32      -194.184      -194.195      0.000316161      4.69078      4.70246      0.0117156      
     686      32      -194.143      -194.153      0.000316216      4.87086      4.88176      0.0112662      
     687      32      -194.125      -194.135      0.000315667      4.93931      4.96486      0.0131219      
     688      32      -194.123      -194.133      0.000316644      4.94669      4.96704      0.0135346      
     689      32      -194.14      -194.15      0.000316679      4.87889      4.90615      0.014826      
     690      32      -194.162      -194.172      0.000313884      4.79893      4.83378      0.0154401      
     691      32      -194.195      -194.205      0.000312923      4.68596      4.72248      0.0157567      
     692      32      -193.789      -193.796      0.000201661      6.18899      6.22917      0.0157301      
     693      32      -194.233      -194.244      0.000328309      4.57844      4.61168      0.015219      
     694      32      -194.232      -194.243      0.00034459      4.61118      4.62302      0.0145932      
     695      32      -193.989      -193.997      0.00025693      5.48831      5.5022      0.0124206      
     696      32      -193.987      -193.994      0.000239443      5.46639      5.49318      0.0135885      
     697      32      -194.01      -194.017      0.000228824      5.32767      5.35657      0.0129993      
     698      32      -194.042      -194.049      0.000227835      5.14902      5.17754      0.0128616      
     699      32      -194.096      -194.104      0.000239299      4.83545      4.86633      0.0132401      
     700      32      -193.821      -193.829      0.000237117      6.00825      6.04252      0.0145422      
     701      32      -194.195      -194.203      0.000274118      4.21495      4.22107      0.0114548      
     702      32      -194.215      -194.224      0.000295135      4.10106      4.11215      0.0116821      
     703      32      -194.211      -194.221      0.000305791      4.15818      4.16321      0.0116062      
     704      32      -194.185      -194.196      0.00031607      4.40317      4.41237      0.012107      
     705      32      -194.143      -194.153      0.000319422      4.75256      4.77256      0.0124512      
     706      32      -194.097      -194.107      0.000317342      5.0915      5.11056      0.0131418      
     707      32      -194.063      -194.073      0.000308238      5.32703      5.34115      0.0130245      
     708      32      -194.051      -194.06      0.000294015      5.40212      5.42367      0.0129445      
     709      32      -194.056      -194.065      0.00027814      5.35462      5.37934      0.0127992      
     710      32      -194.083      -194.092      0.000262915      5.1605      5.1924      0.0127611      
     711      32      -194.112      -194.12      0.000260452      4.95243      4.98234      0.0122638      
     712      32      -194.161      -194.17      0.000267536      4.58781      4.62042      0.0116383      
     713      32      -193.919      -193.928      0.000275909      5.53365      5.57222      0.0144532      
     714      32      -194.196      -194.206      0.000289427      4.30108      4.33624      0.0123263      
     715      32      -194.189      -194.198      0.000300762      4.3266      4.34621      0.0117628      
     716      32      -194.171      -194.181      0.000305403      4.4215      4.43834      0.0116947      
     717      32      -194.126      -194.136      0.000311544      4.65596      4.66934      0.0125141      
     718      32      -194.087      -194.097      0.00031117      4.85341      4.86789      0.0140264      
     719      32      -194.07      -194.08      0.000309597      4.94206      4.95701      0.0149214      
     720      32      -194.045      -194.054      0.000306153      5.08439      5.11236      0.0163757      
     721      32      -194.036      -194.046      0.000297639      5.16842      5.21715      0.0171306      
     722      32      -194.043      -194.052      0.000295678      5.18767      5.23827      0.017298      
     723      32      -194.079      -194.088      0.000305342      5.12948      5.18984      0.0170647      
     724      32      -194.112      -194.122      0.000312231      5.03951      5.10198      0.0169977      
     725      32      -194.165      -194.176      0.000326802      4.86204      4.92604      0.0159693      
     726      32      -194.22      -194.231      0.000351612      4.64102      4.69123      0.015752      
     727      32      -194.256      -194.267      0.000366817      4.47223      4.5121      0.0149217      
     728      32      -194.294      -194.306      0.000377972      4.25848      4.27143      0.0131925      
     729      32      -194.083      -194.093      0.000312971      4.67421      4.70831      0.012843      
     730      32      -194.29      -194.301      0.000346573      4.2604      4.26658      0.0126026      
     731      32      -194.26      -194.27      0.000314391      4.42456      4.43878      0.0129995      
     732      32      -194.23      -194.239      0.000283007      4.58774      4.60751      0.013262      
     733      32      -194.189      -194.197      0.000233364      4.80177      4.83057      0.0138699      
     734      32      -194.153      -194.159      0.000180312      4.97866      5.0081      0.0144146      
     735      32      -194.144      -194.149      0.000154853      5.00773      5.04964      0.0142126      
     736      32      -194.151      -194.156      0.000136875      4.94803      4.98903      0.0135455      
     737      32      -194.162      -194.173      0.000324251      4.20165      4.23961      0.0117318      
     738      32      -194.2      -194.205      0.000163893      4.64445      4.6854      0.0136638      
     739      32      -194.24      -194.246      0.000204541      4.41049      4.44546      0.0128487      
     740      32      -194.257      -194.264      0.000238069      4.32722      4.36408      0.0108442      
     741      32      -194.264      -194.273      0.000272283      4.32551      4.36459      0.011412      
     742      32      -194.252      -194.262      0.000297744      4.45398      4.48914      0.011911      
     743      32      -194.231      -194.241      0.000305125      4.61657      4.65132      0.0119765      
     744      32      -194.191      -194.201      0.000309925      4.87903      4.92071      0.0130798      
     745      32      -194.05      -194.06      0.000295899      5.54718      5.55324      0.0147939      
     746      32      -194.066      -194.075      0.000282257      5.4375      5.46133      0.0149719      
     747      32      -194.098      -194.106      0.000261149      5.22276      5.24802      0.0140729      
     748      32      -194.137      -194.145      0.000239416      4.95508      4.97972      0.0128246      
     749      32      -194.167      -194.174      0.000227839      4.74315      4.77622      0.011908      
     750      32      -194.201      -194.208      0.000215623      4.48416      4.52928      0.0123619      
     751      32      -194.23      -194.236      0.000192319      4.26508      4.29631      0.0130954      
     752      32      -194.239      -194.245      0.000179191      4.21247      4.25385      0.0133176      
     753      32      -194.235      -194.241      0.00017821      4.27048      4.30516      0.0142132      
     754      32      -194.226      -194.231      0.000176682      4.36983      4.4064      0.0142643      
     755      32      -194.208      -194.214      0.000179958      4.54204      4.58083      0.0131769      
     756      32      -194.249      -194.263      0.000432744      4.44281      4.46996      0.0145763      
     757      32      -193.865      -193.87      0.000176084      5.95436      5.99171      0.015115      
     758      32      -193.8      -193.807      0.000222961      6.11717      6.15915      0.0152685      
     759      32      -194.146      -194.155      0.000308429      4.55606      4.57322      0.0119593      
     760      32      -194.225      -194.231      0.000187444      4.49495      4.52876      0.0138111      
     761      32      -194.189      -194.196      0.00019915      4.7196      4.75559      0.0136556      
     762      32      -194.173      -194.18      0.000230332      4.86814      4.88986      0.0141348      
     763      32      -194.162      -194.17      0.000268189      4.96713      4.9816      0.0137146      
     764      32      -194.157      -194.166      0.000297218      5.00431      5.02258      0.013738      
     765      32      -194.154      -194.165      0.000330258      5.00754      5.03255      0.0125101      
     766      32      -194.301      -194.311      0.000315836      3.33466      3.36188      0.011181      
     767      32      -194.158      -194.169      0.000355156      4.90789      4.9322      0.0119903      
     768      32      -194.16      -194.171      0.000353066      4.84078      4.85989      0.00960752      
     769      32      -194.16      -194.171      0.000347196      4.79503      4.82922      0.010237      
     770      32      -194.159      -194.17      0.000333822      4.7462      4.78343      0.0111805      
     771      32      -194.155      -194.166      0.00031587      4.70966      4.75872      0.0114177      
     772      32      -194.153      -194.163      0.000314934      4.70352      4.74902      0.0128611      
     773      32      -194.148      -194.158      0.00032209      4.70747      4.74965      0.0133426      
     774      32      -194.142      -194.153      0.000332601      4.73412      4.76768      0.01283      
     775      32      -194.137      -194.148      0.000339231      4.76783      4.79998      0.0130232      
     776      32      -194.129      -194.141      0.000361384      4.8404      4.86767      0.0136722      
     777      32      -194.125      -194.137      0.000374792      4.88566      4.91267      0.0137612      
     778      32      -194.122      -194.135      0.000392322      4.93737      4.96148      0.0131781      
     779      32      -194.122      -194.134      0.000401522      4.97163      4.99819      0.0120206      
     780      32      -194.123      -194.136      0.000396033      4.98346      5.00668      0.0120078      
     781      32      -194.128      -194.141      0.000392133      4.97936      4.9938      0.0120468      
     782      32      -194.244      -194.253      0.000307654      3.87591      3.89374      0.0115913      
     783      32      -194.15      -194.162      0.000382663      4.8862      4.89249      0.0128904      
     784      32      -194.167      -194.178      0.000355891      4.78064      4.80616      0.0123283      
     785      32      -194.182      -194.193      0.000334114      4.66999      4.69994      0.0118383      
     786      32      -194.204      -194.214      0.000317771      4.48405      4.51603      0.0124023      
     787      32      -194.227      -194.237      0.00031582      4.22113      4.2513      0.0127631      
     788      32      -194.235      -194.245      0.000316806      4.0785      4.10717      0.0124767      
     789      32      -194.235      -194.245      0.000326014      3.95664      3.97994      0.0121838      
     790      32      -194.191      -194.201      0.000312096      4.28351      4.30465      0.0122055      
     791      32      -194.194      -194.204      0.000322999      4.06758      4.07652      0.0115196      
     792      32      -194.149      -194.158      0.000303496      4.32364      4.33848      0.0120543      
     793      32      -194.109      -194.118      0.000282472      4.57169      4.58513      0.0124582      
     794      32      -194.056      -194.064      0.000257015      4.91954      4.946      0.0129422      
     795      32      -194.01      -194.018      0.000239518      5.22657      5.25323      0.0140209      
     796      32      -194.101      -194.112      0.000346914      5.08834      5.07431      0.0151189      
     797      32      -194.135      -194.147      0.000371447      4.90833      4.88752      0.0139459      
     798      32      -194.154      -194.167      0.000389694      4.79986      4.776      0.0130261      
     799      32      -194.157      -194.169      0.000398697      4.78403      4.7642      0.0128844      
     800      32      -194.146      -194.159      0.000398313      4.84878      4.83399      0.0122461      
     801      32      -194.125      -194.137      0.000383392      4.97935      4.97594      0.0122161      
     802      32      -194.104      -194.116      0.000366222      5.1205      5.12999      0.0117316      
     803      32      -194.092      -194.103      0.000336032      5.21424      5.23391      0.012642      
     804      32      -194.095      -194.105      0.000311586      5.22517      5.24289      0.0131179      
     805      32      -194.119      -194.128      0.000283067      5.13806      5.16875      0.0127855      
     806      32      -194.041      -194.052      0.000330198      5.25221      5.26875      0.013342      
     807      32      -194.226      -194.234      0.000255426      4.61593      4.64483      0.0113733      
     808      32      -194.294      -194.302      0.000252257      4.24165      4.27046      0.0108253      
     809      32      -194.341      -194.349      0.000259569      3.96238      3.99115      0.0109653      
     810      32      -194.389      -194.398      0.000272588      3.66633      3.68037      0.010775      
     811      32      -194.41      -194.419      0.000275173      3.54801      3.56711      0.00974039      
     812      32      -194.4      -194.409      0.000262048      3.66594      3.69301      0.0115058      
     813      32      -194.36      -194.367      0.000235668      3.99223      4.02996      0.0125989      
     814      32      -194.002      -194.013      0.00034328      5.47115      5.48646      0.0137599      
     815      32      -194.246      -194.252      0.000206399      4.75875      4.80296      0.0138059      
     816      32      -194.181      -194.188      0.000209063      5.12536      5.17627      0.015482      
     817      32      -194.134      -194.141      0.000226556      5.34872      5.40127      0.0146651      
     818      32      -194.113      -194.121      0.000242228      5.40211      5.44472      0.0141462      
     819      32      -194.119      -194.128      0.000266478      5.29874      5.33615      0.0137039      
     820      32      -194.131      -194.14      0.000278418      5.20208      5.23472      0.0132538      
     821      32      -194.163      -194.173      0.00030429      4.9609      4.98038      0.0139003      
     822      32      -193.981      -193.993      0.000361894      5.58929      5.60094      0.0135681      
     823      32      -194.221      -194.232      0.000340682      4.56      4.56571      0.012461      
     824      32      -194.226      -194.237      0.000346584      4.52526      4.5169      0.0126454      
     825      32      -194.215      -194.226      0.000339504      4.58864      4.59829      0.0128489      
     826      32      -194.184      -194.194      0.0003233      4.76734      4.7848      0.0140153      
     827      32      -194.129      -194.138      0.00029333      5.06037      5.0946      0.0162507      
     828      32      -194.095      -194.104      0.000276682      5.22477      5.27271      0.0167231      
     829      32      -194.06      -194.069      0.000261644      5.37972      5.43646      0.0182839      
     830      32      -193.977      -193.989      0.000378392      5.61089      5.61651      0.0128034      
     831      32      -194.054      -194.063      0.000271792      5.35985      5.4254      0.0173276      
     832      32      -194.088      -194.097      0.000282276      5.14781      5.19854      0.0172057      
     833      32      -194.144      -194.154      0.000304961      4.79705      4.84499      0.0168005      
     834      32      -194.212      -194.223      0.000334923      4.34476      4.38238      0.0154637      
     835      32      -194.277      -194.289      0.000370406      3.86336      3.89312      0.0144999      
     836      32      -194.314      -194.326      0.000397039      3.55124      3.56834      0.0136973      
     837      32      -194.338      -194.351      0.000434512      3.31548      3.3168      0.0127549      
     838      32      -194.326      -194.341      0.000467327      3.3857      3.38279      0.0124559      
     839      32      -194.279      -194.294      0.000472989      3.74808      3.73123      0.0115861      
     840      32      -194.205      -194.22      0.000470839      4.27461      4.26868      0.0123546      
     841      32      -194.141      -194.156      0.000472263      4.68905      4.68796      0.012154      
     842      32      -194.058      -194.072      0.000456093      5.17643      5.19077      0.0125541      
     843      32      -193.993      -194.007      0.000422822      5.52214      5.54972      0.0144209      
     844      32      -193.965      -193.978      0.000405918      5.66585      5.69883      0.0147447      
     845      32      -193.958      -193.971      0.000401867      5.70177      5.74114      0.014562      
     846      32      -194.037      -194.049      0.000395873      5.33705      5.34243      0.012601      
     847      32      -194.152      -194.165      0.000392748      4.83745      4.84792      0.0147816      
     848      32      -194.12      -194.132      0.000373988      4.95384      4.97502      0.0152817      
     849      32      -194.089      -194.1      0.000356212      5.05839      5.08679      0.0153831      
     850      32      -194.047      -194.057      0.000336099      5.18788      5.20534      0.0142725      
     851      32      -194.015      -194.026      0.000319194      5.27254      5.27419      0.0133964      
     852      32      -194.005      -194.015      0.000289494      5.28161      5.2761      0.0134155      
     853      32      -194.023      -194.031      0.000260048      5.19174      5.19166      0.0131185      
     854      32      -194.071      -194.084      0.000390894      5.18554      5.18963      0.011949      
     855      32      -194.12      -194.127      0.000226767      4.76548      4.78887      0.0118279      
     856      32      -194.202      -194.209      0.000230624      4.38504      4.40347      0.0107733      
     857      32      -194.286      -194.293      0.000239384      3.95418      3.98323      0.011745      
     858      32      -194.358      -194.366      0.000258209      3.55267      3.59747      0.0122672      
     859      32      -194.403      -194.412      0.000276148      3.29448      3.32992      0.0134408      
     860      32      -194.415      -194.424      0.000284123      3.26248      3.30888      0.0142998      
     861      32      -194.398      -194.407      0.000286653      3.4642      3.51269      0.0140351      
     862      32      -194.349      -194.358      0.000291144      3.87793      3.91508      0.0136761      
     863      32      -194.278      -194.288      0.000299144      4.37746      4.40715      0.0135604      
     864      32      -194.202      -194.212      0.000315052      4.84597      4.85614      0.0134961      
     865      32      -194.151      -194.162      0.000329685      5.12638      5.12934      0.013504      
     866      32      -194.102      -194.113      0.000345583      5.36631      5.37106      0.0142631      
     867      32      -194.353      -194.365      0.000368836      4.45458      4.47209      0.0131541      
     868      32      -194.084      -194.096      0.00036928      5.39364      5.39405      0.0120782      
     869      32      -194.107      -194.119      0.000377938      5.23397      5.23309      0.0117324      
     870      32      -194.134      -194.146      0.000375069      4.94315      4.95209      0.0129361      
     871      32      -194.17      -194.182      0.000380937      4.86904      4.87486      0.0119238      
     872      32      -194.197      -194.209      0.000361242      4.72834      4.7392      0.0116809      
     873      32      -194.202      -194.213      0.000355763      4.70857      4.72252      0.0118444      
     874      32      -194.174      -194.186      0.000359603      4.85283      4.86024      0.0143082      
     875      32      -194.163      -194.175      0.000359132      4.91768      4.92806      0.0144458      
     876      32      -194.226      -194.233      0.000217575      4.60922      4.64898      0.0145259      
     877      32      -194.156      -194.168      0.000381082      4.87785      4.8807      0.0130401      
     878      32      -194.209      -194.219      0.000339187      4.69019      4.70794      0.0121291      
     879      32      -194.202      -194.212      0.000310766      4.75426      4.76657      0.0119593      
     880      32      -194.179      -194.188      0.000288783      4.89042      4.91849      0.0119673      
     881      32      -194.156      -194.165      0.000276792      5.01418      5.0369      0.012413      
     882      32      -194.122      -194.131      0.000267752      5.17495      5.20551      0.0125282      
     883      32      -194.094      -194.102      0.000263319      5.29993      5.32448      0.0123519      
     884      32      -194.078      -194.086      0.000262422      5.36516      5.40037      0.0126669      
     885      32      -194.078      -194.087      0.000257669      5.35633      5.3935      0.0126285      
     886      32      -194.091      -194.099      0.000247924      5.29694      5.33917      0.0126262      
     887      32      -194.123      -194.131      0.000236355      5.14635      5.18648      0.0133415      
     888      32      -194.165      -194.177      0.000363132      4.85596      4.87288      0.013631      
     889      32      -194.221      -194.227      0.00020286      4.62739      4.69247      0.0136832      
     890      32      -194.27      -194.277      0.000197942      4.30448      4.37206      0.0142399      
     891      32      -194.301      -194.307      0.000199108      4.07388      4.14544      0.0142174      
     892      32      -194.325      -194.332      0.000215484      3.84279      3.91093      0.0140637      
     893      32      -194.323      -194.331      0.000241961      3.78368      3.83474      0.0126382      
     894      32      -194.304      -194.313      0.000257891      3.89753      3.93533      0.0122585      
     895      32      -194.262      -194.271      0.000281314      4.19157      4.21566      0.0121297      
     896      32      -194.173      -194.185      0.000359687      4.84954      4.85945      0.0137846      
     897      32      -194.171      -194.181      0.000305239      4.83935      4.8502      0.0123748      
     898      32      -194.129      -194.139      0.000309863      5.12791      5.13468      0.0121858      
     899      32      -194.158      -194.166      0.000265883      4.71567      4.76477      0.0140574      
     900      32      -194.149      -194.158      0.000270439      4.75126      4.79832      0.0147889      
     901      32      -194.126      -194.135      0.000275869      4.90857      4.96215      0.0153231      
     902      32      -194.103      -194.112      0.000283678      5.06313      5.11434      0.0156416      
     903      32      -194.072      -194.082      0.00030796      5.24478      5.29267      0.0151032      
     904      32      -194.052      -194.062      0.000334721      5.32945      5.35056      0.0147574      
     905      32      -194.049      -194.06      0.000365363      5.27693      5.28295      0.0138539      
     906      32      -194.064      -194.077      0.000396716      5.08992      5.08466      0.0129776      
     907      32      -194.086      -194.1      0.000419352      4.88535      4.87563      0.0122769      
     908      32      -194.123      -194.137      0.0004458      4.5805      4.57041      0.0106707      
     909      32      -194.16      -194.175      0.000466253      4.31022      4.29483      0.0109569      
     910      32      -194.191      -194.206      0.000470358      4.13904      4.12006      0.0115689      
     911      32      -194.211      -194.225      0.000458829      4.09213      4.0743      0.01111      
     912      32      -194.166      -194.177      0.000357227      4.90901      4.92061      0.0143947      
     913      32      -194.219      -194.233      0.000420771      4.23186      4.22179      0.0117087      
     914      32      -194.213      -194.225      0.000394737      4.3636      4.35681      0.0107332      
     915      32      -194.202      -194.214      0.000366227      4.49722      4.49269      0.011168      
     916      32      -194.189      -194.2      0.000337589      4.62616      4.63482      0.0114071      
     917      32      -194.161      -194.172      0.00036077      4.92574      4.92797      0.0144289      
     918      32      -194.167      -194.176      0.000288295      4.86966      4.89754      0.0108462      
     919      32      -194.162      -194.171      0.000272341      4.96916      5.00108      0.0112769      
     920      32      -194.162      -194.17      0.000263607      5.02099      5.06505      0.0120267      
     921      32      -194.167      -194.176      0.000258086      5.04799      5.11377      0.0130666      
     922      32      -194.179      -194.187      0.000265662      5.02315      5.08296      0.0125723      
     923      32      -194.189      -194.198      0.000276139      4.97696      5.04018      0.0133825      
     924      32      -194.202      -194.211      0.000290614      4.8999      4.94712      0.0133863      
     925      32      -194.153      -194.165      0.000365394      4.94474      4.94643      0.0133832      
     926      32      -194.21      -194.22      0.000311736      4.8259      4.86708      0.0140571      
     927      32      -194.2      -194.211      0.000326238      4.87743      4.90799      0.0138073      
     928      32      -194.189      -194.2      0.000334051      4.95115      4.98271      0.0134677      
     929      32      -194.171      -194.182      0.000334661      5.06752      5.10266      0.0136436      
     930      32      -194.157      -194.167      0.000329579      5.16177      5.2017      0.0135876      
     931      32      -194.15      -194.161      0.00032396      5.19313      5.2315      0.0130277      
     932      32      -194.155      -194.166      0.000314297      5.14063      5.18295      0.0140296      
     933      32      -194.148      -194.159      0.000373144      4.95333      4.95016      0.0133959      
     934      32      -194.189      -194.197      0.000272604      4.87851      4.92018      0.0140108      
     935      32      -194.214      -194.221      0.000237967      4.69343      4.72452      0.0147903      
     936      32      -194.237      -194.243      0.000195352      4.53633      4.57607      0.0147259      
     937      32      -194.254      -194.259      0.000158518      4.43282      4.47665      0.0148411      
     938      32      -194.264      -194.268      0.000127874      4.38339      4.42908      0.0145731      
     939      32      -194.267      -194.271      0.000105784      4.37181      4.41319      0.0149589      
     940      32      -194.266      -194.269      8.75575e-05      4.37483      4.41861      0.0145727      
     941      32      -194.261      -194.264      8.46083e-05      4.38874      4.43454      0.0144105      
     942      32      -194.252      -194.255      9.50205e-05      4.41285      4.45887      0.014026      
     943      32      -194.239      -194.242      0.000102887      4.4523      4.48265      0.0131742      
     944      32      -194.227      -194.231      0.00010995      4.4943      4.52529      0.0129414      
     945      32      -194.209      -194.212      0.000119005      4.56513      4.59933      0.0137546      
     946      32      -194.187      -194.192      0.00012938      4.64416      4.6822      0.0142623      
     947      32      -194.177      -194.181      0.000135568      4.68221      4.71456      0.0141184      
     948      32      -194.155      -194.16      0.000134811      4.74479      4.78734      0.0143346      
     949      32      -194.137      -194.141      0.000135537      4.77657      4.83594      0.0146039      
     950      32      -194.11      -194.117      0.000220487      4.56379      4.58468      0.0121522      
     951      32      -194.111      -194.119      0.000234013      4.62059      4.6368      0.0131808      
     952      32      -194.113      -194.121      0.000245546      4.68499      4.71147      0.0135373      
     953      32      -194.116      -194.124      0.000249416      4.77759      4.80615      0.0140066      
     954      32      -194.121      -194.13      0.000255447      4.85034      4.87266      0.01485      
     955      32      -194.13      -194.139      0.000269635      4.8819      4.90515      0.0144454      
     956      32      -194.14      -194.149      0.000289456      4.86926      4.9017      0.0144485      
     957      32      -194.16      -194.172      0.000379155      4.8605      4.86452      0.0131368      
     958      32      -194.153      -194.164      0.00033734      4.80371      4.84563      0.0140352      
     959      32      -194.154      -194.166      0.000372513      4.79615      4.82566      0.0130613      
     960      32      -194.15      -194.163      0.000406181      4.83183      4.84541      0.0119213      
     961      32      -194.145      -194.159      0.000432628      4.89406      4.89882      0.0116688      
     962      32      -194.143      -194.157      0.000443034      4.94357      4.94686      0.0112669      
     963      32      -194.146      -194.16      0.00045181      4.94766      4.94889      0.0122202      
     964      32      -194.158      -194.172      0.000453122      4.89094      4.90869      0.0124634      
     965      32      -194.177      -194.191      0.000440866      4.76955      4.78072      0.0122099      
     966      32      -194.198      -194.212      0.000425017      4.62061      4.63702      0.012764      
     967      32      -194.215      -194.228      0.000401624      4.50168      4.52881      0.0147345      
     968      32      -194.22      -194.232      0.000387605      4.4713      4.51618      0.0161654      
     969      32      -194.218      -194.23      0.000355481      4.48907      4.5446      0.0169619      
     970      32      -194.204      -194.214      0.00032903      4.6057      4.67167      0.0168034      
     971      32      -194.179      -194.189      0.000308878      4.77885      4.83775      0.0163707      
     972      32      -194.151      -194.16      0.000299595      4.9492      5.00047      0.0149513      
     973      32      -194.188      -194.199      0.000340312      4.72893      4.73146      0.011687      
     974      32      -194.114      -194.124      0.000302212      5.10598      5.14582      0.0137271      
     975      32      -194.108      -194.117      0.000295871      5.09063      5.13163      0.0141874      
     976      32      -194.113      -194.122      0.000289001      5.01694      5.04276      0.01321      
     977      32      -194.127      -194.136      0.000288792      4.91442      4.93899      0.0137848      
     978      32      -194.145      -194.155      0.000292527      4.81043      4.82459      0.0130556      
     979      32      -194.16      -194.169      0.000291633      4.74189      4.75244      0.0126354      
     980      32      -194.177      -194.186      0.000289947      4.66708      4.67159      0.0121058      
     981      32      -194.19      -194.199      0.000290263      4.6091      4.62043      0.0122923      
     982      32      -194.197      -194.206      0.000286379      4.56652      4.5877      0.0138277      
     983      32      -194.197      -194.206      0.00028438      4.54548      4.5753      0.0139479      
     984      32      -194.194      -194.203      0.000283777      4.55177      4.58156      0.0131158      
     985      32      -194.185      -194.194      0.000284391      4.59929      4.62132      0.0139791      
