# Time-averaged data for fix gdd
# TimeStep Number-of-rows
# Row c_gdd[1] c_gdd[2] c_gdd[3] c_gdd[4] c_gdd[5] c_gdd[6] c_gdd[7] c_gdd[8] c_gdd[9] c_gdd[10] c_gdd[11] c_gdd[12] c_gdd[13] c_gdd[14] c_gdd[15] c_gdd[16] c_gdd[17] c_gdd[18] c_gdd[19] c_gdd[20] c_gdd[21] c_gdd[22] c_gdd[23] c_gdd[24] c_gdd[25] c_gdd[26] c_gdd[27] c_gdd[28] c_gdd[29] c_gdd[30] c_gdd[31] c_gdd[32] c_gdd[33] c_gdd[34] c_gdd[35] c_gdd[36] c_gdd[37] c_gdd[38] c_gdd[39] c_gdd[40] c_gdd[41] c_gdd[42] c_gdd[43] c_gdd[44] c_gdd[45] c_gdd[46] c_gdd[47] c_gdd[48] c_gdd[49] c_gdd[50] c_gdd[51] c_gdd[52] c_gdd[53] c_gdd[54] c_gdd[55] c_gdd[56] c_gdd[57] c_gdd[58] c_gdd[59] c_gdd[60] c_gdd[61] c_gdd[62] c_gdd[63] c_gdd[64] c_gdd[65] c_gdd[66] c_gdd[67] c_gdd[68] c_gdd[69] c_gdd[70] c_gdd[71] c_gdd[72] c_gdd[73] c_gdd[74] c_gdd[75] c_gdd[76] c_gdd[77] c_gdd[78] c_gdd[79] c_gdd[80] c_gdd[81] c_gdd[82] c_gdd[83] c_gdd[84] c_gdd[85] c_gdd[86] c_gdd[87] c_gdd[88] c_gdd[89] c_gdd[90] c_gdd[91] c_gdd[92] c_gdd[93] c_gdd[94] c_gdd[95] c_gdd[96] c_gdd[97] c_gdd[98] c_gdd[99] c_gdd[100] c_gdd[101] c_gdd[102] c_gdd[103] c_gdd[104] c_gdd[105] c_gdd[106] c_gdd[107] c_gdd[108] c_gdd[109] c_gdd[110] c_gdd[111] c_gdd[112] c_gdd[113] c_gdd[114] c_gdd[115] c_gdd[116] c_gdd[117] c_gdd[118] c_gdd[119] c_gdd[120] c_gdd[121] c_gdd[122] c_gdd[123]
0 49
31 0 -0.291299 0.252767 -0.947806 -1.43521 -2.55151 1.64845 -5.42037 -0.602427 -2.45883 -0.0769951 -1.62934 11.1995 -1.48395 2.33473 -0.892053 0.726816 18.4783 -2.08618 5.50527 0.824873 2.59621 -51.6113 -3.54925 -20.8606 -9.84203 -14.3496 191.722 5.73588 64.1666 3.92614 36.9626 -75.2468 -5.32547 -30.7518 -1.96164 -0.607314 -1.89187 -14.2217 374.65 -31.2755 95.0813 -10.3978 -18.7424 -10.6297 11.3555 7.08489 28.0509 12.2351 9.17342 -21.9653 6.96336 10.1407 -1384.79 -50.34 -530.303 -28.0076 -178.865 -31.2123 -226.623 -926.147 -2040.95 -0.289042 0.233123 -0.910324 -1.40886 -2.46235 1.59752 -5.32491 -0.586013 -2.40912 -0.0753564 -1.59549 10.6297 -1.44308 2.18308 -0.867836 0.654534 17.7621 -2.02945 5.28291 0.799896 2.48003 -50.4693 -3.46228 -20.38 -9.57705 -14.0117 185.87 5.57324 62.2072 3.81463 35.8288 -73.675 -5.1805 -30.0724 -1.90814 -0.595015 -1.84035 -13.8862 358.95 -30.414 90.6639 -10.1113 -18.2335 -10.3368 10.4401 10.5845 27.2914 13.1616 8.92522 -21.3163 6.77723 10.3036 -1352.54 -49.1714 -517.676 -27.3162 -174.066 -30.428 -221.051 -905.28 -2007.72
32 0 1.41334 -3.49313 -1.57327 7.46865 14.4913 -0.77175 25.4767 1.74443 9.70117 2.58061 6.87723 -147.454 3.679 -46.6286 2.68922 -26.495 78.0515 4.66197 24.847 7.26962 14.6537 280.618 26.5493 98.5834 24.4938 65.0782 -981.656 12.8172 -325.475 11.2984 -194.148 344.521 16.0126 125.829 5.40834 23.6765 5.95284 49.2459 -4663.29 76.4399 -1502.13 24.9413 55.2793 25.2166 -465.943 -2812.53 -101.484 -917.387 -38.7247 -153.301 -34.4594 -292.984 7922.33 578.309 2747.86 209.507 522.448 208.656 986.024 4138.87 -165.655 1.36439 -3.42089 -1.50468 7.24142 14.1306 -0.765634 24.6878 1.69593 9.40452 2.5087 6.66971 -143.891 3.57668 -45.5115 2.61416 -25.8661 75.3526 4.53218 23.9796 7.0659 14.1396 272.483 25.8002 95.7304 23.8051 63.2011 -955.904 12.4552 -316.941 10.9801 -189.061 334.273 15.5676 122.107 5.25799 23.0169 5.78734 47.8017 -4545.22 74.3142 -1464.24 24.2476 53.7362 24.5153 -454.281 -2723.19 -98.6557 -888.158 -37.6461 -149.002 -33.4993 -283.592 7696.39 562.028 2669.55 203.605 507.782 202.783 957.96 4018.26 -198.626
33 0 -0.716309 2.99649 4.42113 -4.69688 -12.8856 -1.43214 -12.6346 -0.212382 -4.85392 -1.6329 -3.57596 126.547 -0.735949 41.5909 0.155756 24.2348 -171.651 10.6342 -58.1441 2.85084 -32.9629 -177.762 -18.2985 -66.1845 -12.7004 -45.6538 875.674 -18.0621 279.775 -21.4181 163.335 -167.719 -2.2438 -61.8219 -0.972009 -15.11 -1.34957 -24.673 4000.6 -14.3516 1322.45 -4.31853 5.0469 -4.55644 433.54 5005.15 -198.383 1688.04 -63.8644 -42.0431 -65.0402 576.473 -5059.61 -404.964 -1825.02 -153.242 -279.845 -148.028 -705.993 -1980.68 4574.15 -0.681798 2.94864 4.2665 -4.53604 -12.5865 -1.37411 -12.1542 -0.206247 -4.67569 -1.58703 -3.45035 123.79 -0.71503 40.6887 0.152381 23.7138 -166.267 10.3413 -56.3226 2.77611 -31.9198 -172.262 -17.7751 -64.1582 -12.3375 -44.2713 853.448 -17.5612 272.702 -20.8206 159.217 -161.911 -2.17933 -59.7198 -0.944305 -14.6857 -1.31135 -23.858 3905.72 -13.9427 1291.14 -4.19504 4.92704 -4.42638 423.31 4854.16 -192.915 1637.15 -62.104 -40.9594 -63.2479 559.11 -4908.65 -393.428 -1770.84 -148.884 -271.881 -143.819 -685.214 -1915.47 4506.54
34 0 1.06008 -2.68685 -1.60108 4.75782 3.36193 1.96966 18.7433 2.32182 7.29696 1.94564 5.1074 -112.46 2.22863 -35.6608 2.38104 -20.3085 67.287 7.08834 24.7448 1.50127 12.9066 181.479 -2.23086 64.2889 5.01796 40.8068 -225.134 31.4106 -62.8515 20.602 -34.6303 248.913 21.1883 92.4381 8.09178 17.936 8.04268 37.1998 -3526.3 45.7356 -1137.86 14.5034 49.4388 14.6406 -354.12 -2116.83 -133.787 -753.546 -42.3378 -30.7132 -46.9333 -282.905 5207.36 10.7122 1817.05 25.3806 137.809 26.4865 665.384 2940.07 -627.198 1.02365 -2.62884 -1.54049 4.61217 3.29514 1.90475 18.1607 2.25728 7.07345 1.89151 4.9528 -109.688 2.16641 -34.7874 2.31516 -19.815 65.088 6.89028 23.9474 1.45772 12.4801 176.204 -2.18161 62.4238 4.8702 39.6244 -219.781 30.5478 -61.4049 20.0365 -33.8477 241.448 20.5994 89.6855 7.86693 17.437 7.8191 36.1039 -3435.78 44.4585 -1108.74 14.0983 48.0712 14.2316 -345.11 -2051.29 -130.041 -730.367 -41.1522 -29.8198 -45.6199 -274.297 5058.61 10.1774 1765.19 24.5874 133.827 25.6665 646.419 2853.5 -637.521
35 0 -1.3809 3.64204 1.1805 -10.0904 -11.9447 2.42117 -23.6279 -2.56314 -8.47762 -3.01038 -5.65041 153.046 -2.77809 50.7555 -4.95231 30.7017 -48.6532 -14.0628 -16.0979 -10.6773 -8.82404 -387.363 -18.9091 -131.216 -14.7236 -84.6739 810.939 -1.66755 265.033 -13.1681 159.212 -304.12 -22.6248 -106.835 -8.41181 -26.5938 -8.43813 -39.39 4810.79 -56.5843 1599.54 -17.3726 -103.371 -17.7588 530.822 1519.01 286.242 501.134 103.943 210.562 98.1997 164.686 -11176.5 -442.628 -3781.72 -155.597 -342.884 -153.327 -1298.94 -3482.05 1216.07 -1.31749 3.60079 1.09241 -9.7572 -11.7129 2.38579 -22.7491 -2.49083 -8.16751 -2.9256 -5.44813 150.068 -2.7001 49.771 -4.81394 30.1047 -46.2073 -13.6637 -15.2848 -10.3745 -8.35504 -375.605 -18.3688 -127.235 -14.3016 -82.1165 791.97 -1.61221 258.859 -12.7956 155.504 -293.695 -21.9865 -103.205 -8.17464 -25.8449 -8.20018 -38.0722 4704.25 -54.9955 1564.16 -16.8846 -100.483 -17.2599 519.104 1454.95 278.122 479.901 100.999 204.587 95.4167 157.657 -10847.1 -430.04 -3670.31 -151.164 -333.106 -148.96 -1260.7 -3367.76 1282.91
36 0 1.08101 -3.24801 -2.37082 6.51297 13.6167 -1.83148 18.9985 1.53111 7.54396 1.91316 5.41504 -136.229 3.03932 -43.4788 2.78788 -25.2938 109.373 -4.83661 37.6049 -2.26616 23.2256 248.327 23.0639 84.6541 21.3882 55.7373 -929.631 2.41048 -304.544 3.31174 -182.159 250.617 13.6058 94.3366 5.32276 16.9674 5.29463 38.7534 -4282.42 62.4604 -1387.74 19.8174 57.2986 19.9457 -436.365 -3738.94 90.287 -1269.2 30.4171 42.6001 29.5719 -438.612 7119.72 482.542 2419.48 180.646 438.453 173.576 837.065 2938.81 -1866.96 1.04474 -3.17315 -2.28869 6.31909 13.264 -1.79056 18.4178 1.48825 7.31658 1.85961 5.2538 -132.768 2.95468 -42.379 2.71 -24.656 105.98 -4.70434 36.4418 -2.20423 22.5089 241.195 22.4271 82.223 20.7981 54.1398 -904.709 2.33759 -296.386 3.21589 -177.281 243.208 13.2251 91.5655 5.17385 16.4925 5.1465 37.6256 -4170.26 60.7211 -1351.46 19.2656 55.6977 19.3903 -425.005 -3627.46 87.8318 -1231.39 29.5903 41.4436 28.7677 -425.575 6917.6 469.201 2350.79 175.647 426.341 168.771 813.298 2853.41 -1838.33
37 0 0.685148 -3.07634 -5.23065 -0.827112 3.96525 8.75353 11.7121 1.37052 4.41914 1.67936 3.55192 -128.612 1.30685 -42.5876 1.87623 -25.1709 212.74 -4.63608 66.4277 -4.57664 37.3338 -34.2109 3.62177 -4.27081 3.3131 1.81603 -268.505 10.8939 -79.3557 12.8008 -44.267 150.038 12.2332 54.673 4.9841 14.9752 5.02641 21.5154 -4033.67 25.4827 -1339.87 7.19276 37.6798 7.67745 -443.962 -6528.92 92.5525 -2084.1 29.522 86.5781 23.6178 -632.98 -1057.12 74.3219 -218.874 57.9288 63.0946 50.201 23.4347 1707.47 -4859.6 0.666439 -2.98866 -5.09438 -0.799198 3.85466 8.51419 11.3813 1.33249 4.29474 1.63292 3.4523 -125.01 1.27034 -41.3947 1.82395 -24.4657 207.131 -4.5058 64.6832 -4.44679 36.355 -33.1257 3.52676 -4.10399 3.22511 1.79814 -261.193 10.5865 -77.1973 12.4438 -43.0629 145.751 11.8936 53.1158 4.84575 14.5608 4.8869 20.9057 -3921.39 24.7705 -1302.57 6.99156 36.6293 7.46289 -431.602 -6355.96 89.9323 -2029.02 28.6867 84.1029 22.9469 -616.341 -1024.42 72.3716 -211.618 56.366 61.4255 48.849 23.2181 1658.36 -4729.89
38 0 0.183076 -0.94728 -0.0102298 6.50897 7.16852 -5.0008 2.40263 -0.0825784 0.469607 0.64337 0.204297 -41.4686 -0.780871 -15.9424 0.891136 -10.7301 -15.0403 15.5748 -5.53409 12.4292 -3.24806 237.519 15.3993 78.0414 2.04207 49.9917 -499.041 -10.152 -166.147 1.73416 -102.465 22.4722 -0.730027 4.57719 -0.275434 5.49982 -0.208104 -0.409252 -1341.72 -16.8012 -492.667 -5.54975 18.3895 -5.48388 -194.567 904.43 -318.606 309.46 -109.53 -256.437 -104.841 110.187 6515.84 323.992 2152.68 129.862 68.1252 109.171 703.119 161.83 -1999.46 0.144677 -1.00362 0.0686315 6.25793 7.1058 -4.90656 2.04749 -0.0806693 0.359836 0.624406 0.140064 -42.0888 -0.759978 -16.0914 0.864295 -10.7882 -16.2355 15.1398 -5.92115 12.0783 -3.48752 229.639 14.9505 75.4441 1.96644 48.342 -490.009 -9.88408 -163.145 1.6704 -100.591 19.347 -0.713197 3.61115 -0.26899 5.33743 -0.203564 -0.681026 -1342.45 -16.3516 -491.672 -5.40136 17.8339 -5.3373 -193.408 912.647 -309.71 312.037 -106.473 -249.202 -101.913 110.89 6311.44 314.598 2085.04 126.12 65.8839 106.005 680.946 135.61 -2076.39
39 0 -0.281936 0.936758 -0.346883 -7.34258 -14.1373 9.02509 -4.74664 0.372973 -2.03228 -0.197712 -1.57609 40.4288 -1.10985 12.8528 -0.42812 7.08769 6.23163 6.74292 -1.76778 1.40135 -4.09239 -267.737 -17.9675 -90.4186 -6.12574 -59.9983 988.386 11.2814 324.174 6.57587 193.65 -60.7011 3.3285 -24.0815 1.03792 -1.57161 1.10084 -10.5712 1297.72 -23.2202 419.321 -7.52298 -8.36192 -7.61091 130.919 63.3192 -129.734 99.5031 -43.1891 -25.2943 -43.7492 85.2457 -7332.98 -375.227 -2466.61 -149.719 -151.62 -128.133 -835.095 -692.908 560.788 -0.255562 0.958492 -0.385801 -7.0997 -13.8249 8.80345 -4.46011 0.362714 -1.92413 -0.191512 -1.5012 40.3316 -1.07888 12.838 -0.414645 7.09643 7.11725 6.55734 -1.3652 1.36576 -3.76559 -259.618 -17.4577 -87.6802 -5.94555 -58.1944 963.835 10.9774 316.138 6.40468 188.855 -57.7247 3.23692 -22.9812 1.00941 -1.52184 1.07059 -10.1329 1283.71 -22.5722 415.024 -7.31309 -8.09573 -7.39851 129.737 38.4965 -126.168 89.0389 -42.0021 -24.6648 -42.5461 80.3026 -7117.36 -364.611 -2394.12 -145.496 -147.232 -124.51 -810.58 -662.897 616.481
40 0 0.246064 -0.309754 0.943126 6.29772 4.84677 -5.84968 3.98539 -0.0927814 1.89542 -0.0542946 1.18349 -13.3832 0.310399 -4.09301 -0.170112 -2.23226 -39.3215 2.67838 -6.79819 1.36843 -3.57157 237.497 6.70296 80.5471 5.83608 49.5395 -342.009 11.736 -105.877 4.42498 -61.6733 48.7113 -0.911205 21.1236 -0.329338 -0.508197 -0.299625 10.324 -426.306 6.41936 -134.41 2.14802 -3.79579 2.1239 -39.6405 1220.06 -63.7535 278.542 -16.2175 -31.3847 -17.8671 10.4327 6727.75 171.191 2271.26 63.1768 143.629 58.8312 776.07 528.93 922.067 0.226483 -0.33335 0.948353 6.09436 4.76573 -5.70454 3.76647 -0.08997 1.80654 -0.0529478 1.12866 -13.7015 0.301788 -4.20976 -0.166239 -2.30866 -38.8889 2.60354 -6.83013 1.32699 -3.60691 230.363 6.50541 78.1304 5.66667 48.056 -334.419 11.4122 -103.573 4.29732 -60.3434 46.4389 -0.88383 20.229 -0.319443 -0.495418 -0.290579 9.93365 -429.254 6.24126 -135.615 2.08843 -3.70866 2.06493 -40.1915 1200.07 -61.9713 275.453 -15.7613 -30.4417 -17.3661 11.7044 6530.7 166.227 2204.77 61.3478 139.504 57.1265 753.377 506.422 846.74
41 0 -1.22681 3.17571 1.35489 -4.96489 -8.20688 -1.7274 -22.2182 -2.14367 -8.45815 -2.3855 -5.6004 134.935 -1.30964 42.9005 -1.44722 25.1343 -64.6799 -13.9065 -18.2468 -9.65328 -10.5447 -190.466 -37.5333 -63.3305 -34.5733 -43.7335 563.831 0.934619 185.543 -1.09543 109.868 -301.885 -19.4937 -110.206 -6.76906 -21.8253 -7.16501 -43.149 4294.97 -27.2473 1388.13 -9.67647 -29.6207 -9.59096 433.906 2262.84 277.01 691.152 88.866 199.583 86.9671 189.984 -5500.38 -743.243 -1839.46 -280.297 -675.427 -270.279 -616.809 -3643.78 666.384 -1.18278 3.11131 1.29507 -4.80679 -8.01892 -1.66596 -21.5128 -2.08396 -8.1936 -2.31899 -5.42683 131.693 -1.27308 41.8777 -1.40698 24.5377 -62.4462 -13.521 -17.592 -9.38524 -10.1605 -184.807 -36.4906 -61.4456 -33.6153 -42.4406 549.603 0.911518 180.869 -1.06238 107.106 -292.718 -18.9508 -106.883 -6.58046 -21.2169 -6.96544 -41.8619 4186.45 -26.4863 1353.17 -9.40636 -28.7969 -9.32329 423.052 2191.4 269.328 669.049 86.4003 194.041 84.5544 183.711 -5340.81 -722.58 -1786.04 -272.496 -656.696 -262.76 -598.855 -3535.66 687.71
42 0 0.638096 -2.4568 -2.75162 5.62127 10.1279 -0.50237 10.8501 0.746225 3.89231 1.56436 2.48475 -104.426 -0.564218 -34.9546 -0.0732405 -20.9391 96.7009 -1.10402 32.1984 3.85472 16.0385 212.859 35.9456 73.0221 23.8641 48.9853 -691.306 4.66673 -222.368 12.0544 -131.17 139.131 6.70324 48.8625 2.67885 14.1667 2.74118 17.9478 -3317.55 -12.6385 -1109.75 -4.4397 -2.35146 -4.28025 -372.561 -2534.68 6.73685 -849.36 9.92993 -87.5438 9.56696 -287.459 6069.16 735.203 2074.5 262.322 488.949 261.854 723.358 1587.98 -3442.89 0.598864 -2.43977 -2.62788 5.42005 9.93071 -0.515651 10.3569 0.724824 3.71974 1.51999 2.3765 -102.612 -0.54936 -34.3467 -0.0721601 -20.5759 93.0825 -1.07859 30.9904 3.74221 15.399 206.099 34.934 70.7079 23.191 47.4494 -675.045 4.52871 -217.174 11.7124 -128.119 133.556 6.51097 46.9303 2.60236 13.7649 2.66287 17.2543 -3248.47 -12.3049 -1086.63 -4.32229 -2.30647 -4.16719 -364.793 -2445.79 6.65182 -819.55 9.69071 -85.0042 9.33686 -277.365 5884.57 714.525 2011.47 254.936 475.166 254.488 701.411 1528.6 -3433.49
43 0 -0.187934 -0.916268 -5.15774 -9.13225 -6.92901 13.1774 -3.50754 0.00185694 -1.05358 0.00309928 -0.508593 -37.5735 -0.280705 -13.243 -1.41193 -8.41695 184.736 -10.4059 59.8795 -10.4558 32.681 -339.865 21.8642 -107.885 6.52204 -62.9098 491.061 3.01704 170.048 2.32842 104.496 -49.8476 0.0285863 -15.4267 0.295337 0.161386 0.489561 -4.2584 -1166.96 -6.18515 -404.795 -2.23993 -30.3783 -2.43447 -145.94 -4904.7 178.348 -1607.2 64.8074 187.169 66.0397 -518.915 -9493.82 384.412 -3064.51 165.89 96.466 156.953 -948.828 -629.149 -4956.2 -0.159529 -0.833216 -5.0688 -8.83148 -6.83179 12.8432 -3.20948 0.00167864 -0.956836 0.00332635 -0.453584 -35.2911 -0.272116 -12.462 -1.37135 -7.93493 180.703 -10.1136 58.5852 -10.1613 31.999 -329.599 21.2705 -104.61 6.34956 -60.993 480.808 2.94103 166.454 2.27329 102.272 -46.7274 0.0264968 -14.4143 0.286614 0.15946 0.475567 -3.94184 -1107.9 -5.99667 -384.666 -2.17222 -29.5053 -2.36132 -138.922 -4790.6 173.317 -1569.99 62.9836 181.88 64.1811 -507.019 -9215.72 373.979 -2974.55 161.371 93.939 152.679 -920.829 -596.664 -4725.76
44 0 0.921888 -2.33145 -1.11833 4.56128 9.9488 -1.55096 16.8734 0.817547 6.98593 1.23429 5.09493 -98.4955 1.87333 -29.9615 0.919611 -16.1511 54.2821 -11.0287 19.6672 -6.92195 12.5127 184.535 15.1568 70.4094 19.72 49.4844 -671.776 4.91075 -214.01 7.33722 -123.016 231.313 7.55142 89.3572 2.65954 11.4609 2.90306 38.0901 -3119.83 39.5004 -979.491 13.3382 18.8415 13.1412 -286.511 -1914.37 216.615 -668.312 72.5015 133.503 70.6383 -242.675 5580.11 322.046 2042.68 128.083 404.904 121.041 808.504 2814.51 -281.538 0.89418 -2.27088 -1.08228 4.4279 9.67709 -1.50899 16.3854 0.794388 6.78539 1.19962 4.94943 -95.8358 1.82164 -29.1546 0.894587 -15.7174 52.6655 -10.7251 19.0838 -6.7312 12.1423 179.239 14.7347 68.3953 19.1711 48.0728 -653.176 4.77665 -208.09 7.13364 -119.614 224.711 7.33771 86.816 2.58424 11.1392 2.82098 37.0121 -3034.52 38.4106 -952.731 12.9702 18.3294 12.7787 -278.699 -1858.84 210.656 -648.944 70.5053 129.826 68.6949 -235.653 5421.09 313.07 1984.56 124.51 393.623 117.664 785.561 2734.74 -280.557
45 0 -1.16538 2.87891 0.725944 -8.59568 -12.8008 2.88587 -20.4992 -1.35002 -7.29857 -2.50051 -4.93172 122.003 -2.45937 40.1138 -3.2431 24.0148 -28.0664 -6.27802 -8.66658 -8.86565 -5.79438 -333.54 -26.7734 -118.433 -22.9631 -78.0003 862.926 -17.9503 283.261 -12.493 169.076 -271.165 -12.2203 -94.6315 -4.12754 -22.3819 -4.3625 -34.5326 3869.79 -51.6466 1278.82 -17.0978 -67.912 -17.0525 418.955 822.44 127.572 264.386 51.4326 178.627 41.73 83.1659 -9752.42 -566.134 -3407.41 -200.634 -484.969 -196.982 -1238.21 -3191.77 244.646 -1.11845 2.83455 0.667942 -8.32424 -12.5002 2.82599 -19.8055 -1.31188 -7.05416 -2.4302 -4.76943 119.358 -2.39113 39.248 -3.15308 23.4971 -26.4536 -6.09975 -8.14597 -8.6153 -5.46374 -323.637 -26.0223 -114.927 -22.3192 -75.6985 840.74 -17.4477 275.994 -12.143 164.744 -262.572 -11.8752 -91.647 -4.0109 -21.7526 -4.23925 -33.4533 3777.83 -50.2136 1248.48 -16.6234 -66.0273 -16.5794 409.056 781.347 123.938 250.915 49.9713 173.572 40.5415 78.7837 -9468.82 -550.252 -3308.46 -195.001 -471.371 -191.452 -1202.34 -3094.05 291.733
46 0 -1.06026 2.37793 0.598864 -7.20594 -7.97636 1.87827 -18.7805 -1.75866 -7.26205 -1.66466 -5.07202 100.526 -1.77192 31.7568 -1.69059 17.8973 -24.049 -4.60234 -12.865 -3.13838 -8.67179 -276.244 -13.2179 -99.1082 -13.9404 -64.6211 538.321 -25.254 166.692 -13.545 95.6525 -249.95 -15.7853 -92.3372 -6.03402 -15.1772 -5.76252 -36.9659 3182.28 -37.165 1024.24 -12.2231 -35.1946 -12.2332 317.047 726.175 99.2051 337.621 25.8305 69.4464 31.4468 175.596 -7990.25 -301.488 -2811.39 -124.65 -304.076 -119.877 -1040.77 -2959.08 -519.863 -1.02213 2.33344 0.557738 -6.98707 -7.78798 1.84034 -18.1862 -1.70939 -7.03614 -1.61777 -4.91646 98.1822 -1.72291 31.0244 -1.64354 17.49 -22.8166 -4.47645 -12.3201 -3.05194 -8.3172 -268.221 -12.8431 -96.237 -13.5483 -62.7533 524.43 -24.5602 162.422 -13.1731 93.2142 -242.398 -15.3431 -89.5698 -5.865 -14.7498 -5.60109 -35.8719 3103.19 -36.1372 998.905 -11.885 -34.2154 -11.8949 309.283 693.218 96.48 323.99 25.1207 67.5243 30.5816 169.307 -7761.55 -292.958 -2731.01 -121.123 -295.527 -116.487 -1011.07 -2871.78 -474.405
47 0 0.257587 -0.0524077 0.977368 -0.462516 -1.43512 1.19834 4.99604 0.823916 2.13336 -0.0405462 1.61319 -1.6428 0.974477 0.698962 0.179134 1.42402 -26.1187 7.16442 -8.18448 2.63598 -3.16706 -8.25264 -10.9565 -8.63874 3.42632 -7.2231 105.027 4.80134 25.9286 2.20855 13.2144 71.3025 7.42172 27.8802 2.48804 -0.078702 2.5307 12.021 -41.8676 20.9227 12.5875 7.5806 3.85603 7.33602 21.8389 394.742 -143.87 121.209 -42.9763 -55.0398 -43.5976 32.2539 32.5731 -198.804 -97.6039 -74.4848 64.9174 -63.1941 -108.953 895.879 2199.67 0.265049 -0.0147554 0.917397 -0.421344 -1.4565 1.18549 4.98539 0.801529 2.11712 -0.0390585 1.59453 -0.813304 0.947992 0.941179 0.174838 1.54216 -24.7389 6.97047 -7.73838 2.56492 -2.94491 -7.55167 -10.6482 -8.24184 3.33869 -6.92839 104.352 4.67879 25.9563 2.15589 13.2971 70.4474 7.21996 27.4836 2.42043 -0.0733591 2.46197 11.8148 -23.7318 20.3541 17.9031 7.37427 3.76356 7.13651 23.1259 370.548 -139.969 113.419 -41.8099 -53.5529 -42.4171 29.8746 39.3329 -193.222 -92.3443 -72.3951 63.2383 -61.4157 -105.08 880.9 2198.74
48 0 0.475391 -1.24088 1.2483 9.77749 10.7609 -8.55574 7.64359 0.148293 2.46758 0.991401 1.62368 -54.1561 -0.104315 -18.6026 1.19127 -11.2091 -58.7194 14.7958 -18.0748 13.7899 -9.57594 353.247 16.2591 118.28 4.42785 73.8353 -760.552 -6.848 -250.759 -1.09071 -152.414 93.202 1.32441 30.3027 0.24538 8.7248 0.460736 9.59077 -1749.31 -2.55354 -595.213 -0.862281 24.8914 -0.793025 -206.284 2001.76 -296.008 636.599 -107.508 -281.815 -98.9463 190.695 9625.59 347.955 3226.97 119.582 127.593 112.676 1088.1 1010.77 -513.687 0.422526 -1.30663 1.30955 9.42604 10.6306 -8.37612 7.0917 0.143794 2.28554 0.963045 1.50983 -54.8179 -0.102107 -18.8091 1.15662 -11.3333 -59.0826 14.3821 -18.239 13.4001 -9.71381 342.05 15.7894 114.53 4.28484 71.5027 -745.566 -6.66617 -245.845 -1.07216 -149.417 87.7017 1.28417 28.4878 0.237387 8.4753 0.446735 8.99815 -1747.54 -2.49745 -594.311 -0.843265 24.1667 -0.776039 -205.781 1987.81 -287.738 632.833 -104.506 -273.853 -96.1811 190.057 9334.03 337.959 3129.21 116.142 123.687 109.433 1055.13 957.697 -657.872
49 0 -0.106133 -0.46653 -1.8279 0.559921 2.2356 1.30906 -2.08681 -0.487149 -1.03853 -0.0599119 -0.472893 -20.6531 -1.62717 -8.40464 -1.36823 -5.25746 59.5761 -0.123292 20.6667 2.90984 12.5251 23.1381 10.8803 7.0888 3.77366 3.38156 -158.747 8.31945 -56.4196 7.93576 -35.8774 -29.9015 -4.07181 -12.9429 -1.40085 -0.369062 -1.35955 -6.33408 -678.506 -34.6884 -258.589 -11.6941 -29.2997 -11.4763 -108.044 -1386.86 4.56855 -481.681 1.35148 -59.8938 1.39933 -172.274 726.463 191.072 228.387 66.7842 66.1808 64.0363 64.6141 -376.277 -2791.81 -0.114828 -0.481842 -1.75514 0.520085 2.22066 1.26186 -2.13415 -0.473898 -1.04462 -0.0585875 -0.480722 -20.6989 -1.58231 -8.37791 -1.33102 -5.23559 57.5481 -0.123717 19.9679 2.82659 12.0995 22.0353 10.5808 6.73865 3.66774 3.19506 -156.063 8.08627 -55.4312 7.71253 -35.2301 -30.0249 -3.96128 -12.9 -1.36276 -0.36191 -1.32251 -6.26276 -673.23 -33.7321 -255.935 -11.3718 -28.5033 -11.1599 -106.556 -1342.03 4.50376 -466.197 1.33839 -58.1946 1.38207 -166.784 697.509 185.807 219.121 64.9476 64.3167 62.2751 61.8469 -374.477 -2764.72
