# Time-averaged data for fix gdd
# TimeStep Number-of-rows
# Row c_gdd[1] c_gdd[2] c_gdd[3] c_gdd[4] c_gdd[5] c_gdd[6] c_gdd[7] c_gdd[8] c_gdd[9] c_gdd[10] c_gdd[11] c_gdd[12] c_gdd[13] c_gdd[14] c_gdd[15] c_gdd[16] c_gdd[17] c_gdd[18] c_gdd[19] c_gdd[20] c_gdd[21] c_gdd[22] c_gdd[23] c_gdd[24] c_gdd[25] c_gdd[26] c_gdd[27] c_gdd[28] c_gdd[29] c_gdd[30] c_gdd[31] c_gdd[32] c_gdd[33] c_gdd[34] c_gdd[35] c_gdd[36] c_gdd[37] c_gdd[38] c_gdd[39] c_gdd[40] c_gdd[41] c_gdd[42] c_gdd[43] c_gdd[44] c_gdd[45] c_gdd[46] c_gdd[47] c_gdd[48] c_gdd[49] c_gdd[50] c_gdd[51] c_gdd[52] c_gdd[53] c_gdd[54] c_gdd[55] c_gdd[56] c_gdd[57] c_gdd[58] c_gdd[59] c_gdd[60] c_gdd[61] c_gdd[62] c_gdd[63] c_gdd[64] c_gdd[65] c_gdd[66] c_gdd[67] c_gdd[68] c_gdd[69] c_gdd[70] c_gdd[71] c_gdd[72] c_gdd[73] c_gdd[74] c_gdd[75] c_gdd[76] c_gdd[77] c_gdd[78] c_gdd[79] c_gdd[80] c_gdd[81] c_gdd[82] c_gdd[83] c_gdd[84] c_gdd[85] c_gdd[86] c_gdd[87] c_gdd[88] c_gdd[89] c_gdd[90] c_gdd[91] c_gdd[92] c_gdd[93] c_gdd[94] c_gdd[95] c_gdd[96] c_gdd[97] c_gdd[98] c_gdd[99] c_gdd[100] c_gdd[101] c_gdd[102] c_gdd[103] c_gdd[104] c_gdd[105] c_gdd[106] c_gdd[107] c_gdd[108] c_gdd[109] c_gdd[110] c_gdd[111] c_gdd[112] c_gdd[113] c_gdd[114] c_gdd[115] c_gdd[116] c_gdd[117] c_gdd[118] c_gdd[119] c_gdd[120] c_gdd[121] c_gdd[122] c_gdd[123]
0 49
11 0 -0.48089 1.17618 -0.662081 -9.06538 -10.524 7.25247 -7.7778 0.0128797 -2.39011 -1.13973 -1.59906 51.1991 -0.621168 18.2478 -1.78796 11.3827 38.1727 -8.72117 9.2005 -10.8451 3.23256 -338.407 -21.8461 -116.717 -6.00057 -74.2666 734.32 -12.0039 240.15 -8.72588 145.955 -95.1403 0.248538 -30.0149 0.223434 -9.8167 0.169881 -8.83948 1652.72 -12.8458 576.487 -3.61909 -37.4694 -3.90301 209.277 -1482.47 181.247 -423.116 69.0223 216.867 62.6241 -93.404 -9505.76 -445.942 -3255.94 -142.306 -145.33 -139.571 -1141.88 -1034.37 324.702 -0.435246 1.22396 -0.719155 -8.74513 -10.3655 7.09362 -7.28259 0.0130838 -2.23037 -1.10717 -1.49809 51.5081 -0.603556 18.3191 -1.73689 11.4145 38.6474 -8.47357 9.45763 -10.538 3.45455 -327.748 -21.2292 -113.052 -5.82188 -71.9456 718.719 -11.6623 235.085 -8.47427 142.87 -90.0805 0.246631 -28.3729 0.218904 -9.53616 0.166902 -8.32277 1644.07 -12.4814 572.918 -3.516 -36.3982 -3.79194 207.628 -1472.74 176.111 -421.866 67.0704 210.726 60.8512 -94.325 -9218.45 -433.362 -3157.67 -138.28 -141.067 -135.627 -1107.5 -984.678 444.944
12 0 0.249927 -0.37239 0.496429 3.78541 7.22662 -4.4515 4.65649 -0.0501113 1.51738 0.677236 1.03371 -16.0225 0.864592 -4.42859 1.02935 -2.16128 -10.6768 -9.05958 -5.23925 -2.42659 -3.01586 145.105 11.6487 54.6514 3.20136 36.6542 -504.361 -7.36426 -163.433 -0.37341 -95.3319 64.9136 -0.337618 21.4253 -0.0358784 5.91743 -0.151302 6.95866 -515.366 18.4799 -152.6 6.20637 21.8369 6.04913 -38.0001 48.7141 186.293 51.1738 58.4364 55.6082 59.5289 40.331 4182.14 230.111 1518.34 78.4821 71.7532 72.3073 589.046 801.671 944.333 0.240099 -0.369374 0.490218 3.67314 7.03957 -4.33218 4.50349 -0.0487066 1.46726 0.658191 1.00014 -15.7315 0.840653 -4.35715 1.00027 -2.13232 -10.5386 -8.8066 -5.14721 -2.35879 -2.96477 140.927 11.3261 53.0835 3.1128 35.6047 -490.886 -7.16177 -159.072 -0.365361 -92.7918 62.9189 -0.328055 20.7656 -0.0348444 5.75107 -0.147056 6.74335 -504.293 17.9683 -149.447 6.03455 21.2198 5.88168 -37.3091 50.5688 181.098 50.8354 56.8054 54.0598 57.8675 39.5811 4062.87 223.728 1475.11 76.3033 69.76 70.3012 572.322 777.872 907.738
13 0 0.188126 0.104374 1.18675 2.27374 3.85085 -3.93785 3.41828 -0.041318 1.56623 0.06823 1.06911 4.66586 1.95399 2.86616 1.17167 2.45324 -36.5915 -6.81153 -11.0251 -4.79633 -5.40649 86.5336 0.295192 32.8143 2.29288 21.0995 -268.873 -3.94023 -87.8312 -2.72644 -50.0111 46.3184 -0.516616 19.1314 -0.217531 0.460391 -0.228692 8.94641 152.784 41.199 78.7538 13.5247 24.9218 13.4343 45.0243 788.949 135.56 241.859 45.9863 97.1562 44.4382 66.1892 2470.11 4.83839 903.946 15.3823 44.2733 10.2538 363.217 557.103 2220.48 0.189634 0.116807 1.14396 2.22287 3.71806 -3.8228 3.38792 -0.0402386 1.54428 0.0663524 1.0526 4.87402 1.89999 2.89929 1.13961 2.45312 -35.4569 -6.62176 -10.6788 -4.66138 -5.22892 84.3472 0.291855 31.9748 2.23337 20.5556 -260.448 -3.82931 -85.0732 -2.64889 -48.4308 45.6469 -0.502773 18.8053 -0.211693 0.447923 -0.222552 8.76652 155.977 40.0606 79.0487 13.1511 24.2401 13.0631 44.6035 766.182 131.791 234.846 44.7074 94.4298 43.2028 64.246 2405.34 4.80141 880.108 14.9845 43.1246 9.99968 353.544 547.449 2189.9
14 0 0.428764 -1.34591 0.439532 10.3234 9.32961 -7.55841 6.48317 0.1177 2.04302 0.874619 1.29296 -59.2127 -1.15871 -21.5362 0.799911 -13.2956 -36.6277 15.8972 -9.8081 14.3741 -5.59323 377.55 25.9512 126.544 12.9444 80.2967 -661.458 -0.841095 -213.099 2.57064 -129.344 73.6885 0.881977 23.5711 0.30201 7.39982 0.370624 7.19783 -1925.49 -25.0173 -680.553 -8.27771 16.7051 -8.45572 -252.737 1654.87 -326.565 504.053 -110.493 -294.885 -105.753 135.927 10384.5 524.617 3477.81 193.714 274.267 180.89 1169.47 733.624 -1466.64 0.370052 -1.42524 0.5366 9.93896 9.26423 -7.41074 5.89836 0.113709 1.8508 0.849175 1.17512 -60.0826 -1.12756 -21.7777 0.775697 -13.4315 -37.8237 15.447 -10.2775 13.9648 -5.88932 365.297 25.2101 122.438 12.5663 77.7084 -650.018 -0.828054 -209.495 2.48592 -127.148 68.1385 0.85104 21.7437 0.291471 7.18413 0.358119 6.60378 -1926.19 -24.3446 -679.742 -8.05525 16.1981 -8.22839 -251.77 1653.91 -317.324 505.137 -107.366 -286.495 -102.758 137.232 10064.1 509.672 3370.49 188.205 266.309 175.738 1133.38 682.895 -1613.67
15 0 -0.38369 0.860567 -0.544151 -6.67074 -10.0141 6.48932 -6.68903 -0.16524 -2.40744 -0.734685 -1.50242 37.1084 -0.556987 11.8576 -1.18831 7.13008 11.8849 2.54396 3.62424 -1.9727 1.7203 -246.061 -15.2023 -85.315 -8.88707 -54.3405 701.916 9.43906 225.449 4.78005 133.094 -88.0586 -1.3761 -30.9164 -0.545132 -6.27495 -0.489148 -11.3809 1191.73 -11.8914 386.488 -4.1501 -25.1578 -3.99866 121.676 -38.9302 -44.9949 -7.38173 -14.2341 38.9407 -15.9407 0.193237 -6821.71 -332.086 -2337.32 -122.494 -202.073 -112.569 -820.693 -1032.37 -469.115 -0.358306 0.873615 -0.565132 -6.45516 -9.79888 6.33102 -6.37749 -0.160597 -2.29841 -0.713906 -1.43516 36.8699 -0.541451 11.7928 -1.15462 7.09112 12.3063 2.47582 3.77581 -1.91413 1.82597 -238.692 -14.7684 -82.7672 -8.63256 -52.7234 684.716 9.18617 219.951 4.65609 129.857 -84.5397 -1.33744 -29.6978 -0.529795 -6.09735 -0.475347 -10.9434 1175.62 -11.5598 381.425 -4.03441 -24.4446 -3.88713 120.193 -53.4202 -43.8034 -12.4023 -13.8571 37.7774 -15.5168 -1.57747 -6622.77 -322.648 -2269.25 -119.019 -196.321 -109.368 -796.846 -994.547 -398.412
16 0 -0.198223 0.470451 -0.402682 -5.81373 -4.53077 5.30618 -3.00273 0.0883846 -1.52702 0.222075 -1.19354 20.6682 0.310284 7.03971 0.781723 3.52376 22.6923 -4.28657 2.26315 -2.09749 1.98931 -214.833 -16.9913 -70.7498 -13.5865 -44.1298 315.238 -4.04216 102.149 -3.361 62.396 -34.1917 0.842729 -15.9418 0.258331 2.04057 0.218281 -8.34894 669.705 6.68952 226.508 2.0453 16.8553 2.15937 77.6586 -880.619 97.8935 -183.907 22.8312 50.6362 26.8114 11.8064 -5961.33 -342.847 -1972.28 -135.753 -271.012 -123.618 -647.183 -341.809 90.9756 -0.174023 0.505058 -0.43706 -5.61208 -4.4837 5.18396 -2.76082 0.0857792 -1.43175 0.216272 -1.12859 21.1243 0.30163 7.18795 0.761354 3.63225 23.0081 -4.16529 2.51694 -2.03413 2.12662 -208.135 -16.5127 -68.5403 -13.2054 -42.7567 309.293 -3.92215 100.25 -3.25735 61.2288 -31.8971 0.817967 -15.0506 0.250633 1.98695 0.211692 -7.96748 673.362 6.50306 227.644 1.98827 16.4161 2.0992 77.9829 -875.906 95.1292 -185.406 22.178 49.1265 26.0505 9.25931 -5782.45 -333.204 -1913.05 -131.946 -263.418 -120.147 -627.716 -320.897 162.568
17 0 -1.20678 2.12049 -2.69351 -14.5069 -13.492 10.3087 -21.5101 -1.38679 -7.83963 -1.83804 -5.32211 92.1369 0.38432 28.8581 -1.68598 15.7494 95.1379 -21.938 30.3654 -17.881 17.7227 -553.427 -10.7453 -189.802 -10.8531 -117.563 953.535 -3.55963 314.247 -7.0151 186.637 -289.078 -12.7846 -102.393 -4.02849 -16.767 -4.41336 -38.1501 2978.28 8.48399 953.786 2.3919 -35.259 2.40664 291.976 -2450.7 407.618 -788.145 141.725 340.754 135.268 -245.567 -15857.7 -265.427 -5399.12 -79.5582 -271.688 -84.1363 -1875.44 -3456.14 -2586.67 -1.13056 2.16568 -2.70983 -14.0135 -13.2925 10.0726 -20.5351 -1.34727 -7.49541 -1.7858 -5.09766 91.8231 0.374972 28.8061 -1.63768 15.763 94.2105 -21.3162 30.0987 -17.3728 17.5838 -536.357 -10.4324 -183.96 -10.5342 -113.952 933.421 -3.45419 307.647 -6.81188 182.735 -277.713 -12.4207 -98.4316 -3.9136 -16.2909 -4.28777 -36.7143 2944.01 8.27691 943.467 2.33519 -34.2478 2.34934 289.273 -2414.76 396.055 -777.062 137.711 331.066 131.43 -242.412 -15385.4 -257.773 -5238.46 -77.2487 -263.81 -81.7022 -1819.74 -3330.69 -2339.16
18 0 -0.484989 0.443049 -0.950858 -0.966814 2.6563 -2.03818 -9.12046 -1.82795 -3.4882 -0.346603 -2.45673 19.3486 -0.0760959 5.85662 -0.616262 2.53157 29.5484 -15.8195 7.40598 -6.34 3.6387 -34.5065 7.8897 -12.5146 -8.57165 -7.07617 -181.575 -9.12625 -57.9393 -6.33037 -35.4618 -127.987 -16.6614 -46.6884 -6.12961 -3.46738 -5.82855 -18.2408 634.395 -1.3905 198.752 -0.654557 -12.8182 -0.630595 57.6605 -640.643 293.029 -162.982 86.3058 111.792 94.1097 -21.3029 -905.507 130.714 -320.1 55.8338 -175.024 39.8138 -117.243 -1590.18 -2535.48 -0.473204 0.426678 -0.919961 -0.945453 2.58997 -1.98384 -8.88151 -1.77747 -3.39615 -0.337115 -2.39143 18.729 -0.0737673 5.66636 -0.599145 2.44452 28.6247 -15.3837 7.16488 -6.16737 3.51664 -33.6888 7.67641 -12.2155 -8.33474 -6.91022 -176.81 -8.87074 -56.4245 -6.15498 -34.5351 -124.556 -16.2013 -45.4335 -5.96032 -3.37236 -5.66757 -17.7484 615.118 -1.34726 192.676 -0.634874 -12.4622 -0.611536 55.8707 -620.447 284.957 -157.633 83.9292 108.754 91.5165 -20.4226 -883.808 127.174 -312.392 54.3172 -170.2 38.7405 -114.401 -1547.11 -2470.87
19 0 0.349266 -0.127815 1.78937 0.0657091 -2.49043 -0.232751 6.58189 1.33664 2.57649 0.66714 1.44174 -5.61736 1.28056 -0.0513559 1.71354 0.331508 -51.1777 7.89176 -19.7997 1.07709 -13.0922 -3.54688 -6.70642 6.04932 1.64994 5.69174 169.576 -10.5241 66.5925 -9.19765 43.8154 92.3875 11.9846 34.0918 4.41225 5.86363 4.1733 13.6277 -188.685 27.1618 -24.165 9.219 36.5441 9.45927 18.0988 944.989 -134.843 370.131 -42.9363 -12.2536 -44.6237 159.677 -285.233 -141.546 44.01 -36.7279 21.0639 -37.5139 114.236 1148.28 2894.06 0.346595 -0.108748 1.72685 0.0805567 -2.44573 -0.220674 6.46531 1.30028 2.52703 0.649414 1.41506 -5.13812 1.24518 0.0580872 1.66653 0.387274 -49.5369 7.67821 -19.1769 1.05219 -12.6835 -3.08113 -6.51276 6.00476 1.61311 5.61008 165.67 -10.2319 65.0131 -8.94061 42.7611 90.4442 11.6588 33.3527 4.29211 5.70811 4.05978 13.3187 -176.717 26.4113 -21.2454 8.96434 35.5414 9.19788 18.3497 915.017 -131.197 358.616 -41.7789 -12.0031 -43.4178 154.835 -269.317 -137.465 45.4733 -35.6593 20.6616 -36.4209 111.971 1122.23 2842.57
20 0 0.608719 -1.2564 0.572287 5.68857 11.4345 -5.05416 11.3645 0.614149 4.22414 1.13956 2.62431 -54.2046 0.701798 -15.6698 0.326876 -8.68154 -5.08177 -3.36765 -2.6332 3.64003 0.14126 209.597 19.7362 70.0512 15.4293 45.821 -812.118 -8.84033 -268.435 -4.62355 -159.055 158.947 5.74881 56.9025 1.82716 10.4682 2.00593 21.4573 -1747.16 14.8295 -531.347 5.09562 6.26508 5.2547 -143.005 -392.237 76.2471 -113.095 24.4516 -69.7884 25.4738 -26.211 5799.09 380.414 1937.53 121.489 297.627 121.819 647.259 1969.71 1004.06 0.579795 -1.25195 0.584055 5.50793 11.1709 -4.9316 10.9456 0.597085 4.0723 1.10772 2.53059 -53.3636 0.682133 -15.4558 0.316744 -8.57326 -5.48613 -3.27678 -2.74359 3.53858 0.0243812 203.414 19.1939 67.9855 15.0053 44.4755 -791.649 -8.60752 -261.673 -4.50462 -155.054 153.646 5.58922 55.0258 1.77635 10.1759 1.95023 20.7621 -1713.14 14.414 -521.418 4.95287 6.06816 5.10761 -140.639 -370.639 74.1882 -106.352 23.792 -67.8401 24.7852 -24.2605 5632.36 369.959 1881.83 118.149 289.45 118.471 628.662 1907.4 926.939
21 0 -0.721542 1.01872 -3.04755 -7.88632 -4.67753 7.25863 -12.5913 -1.8712 -4.07406 -2.0031 -1.97661 44.3054 -0.848975 14.3489 -3.30112 9.78789 112.982 -24.9117 39.9757 -17.5426 25.908 -288.181 -11.8085 -95.1558 -7.41079 -60.5663 333.579 14.6838 106.532 4.57658 65.3767 -166.022 -16.5626 -54.3064 -5.85336 -17.5704 -5.69748 -17.2589 1428.49 -18.0598 467.294 -6.09101 -70.2185 -6.18657 149.802 -3118.11 477.786 -1087.42 163.926 335.481 158.934 -394.57 -7914.33 -251.825 -2625.82 -87.4259 -166.471 -81.9435 -866.36 -1950.25 -2480.54 -0.672585 1.06274 -3.0306 -7.60946 -4.66953 7.09837 -11.9918 -1.81913 -3.87721 -1.94701 -1.87081 44.6376 -0.825102 14.472 -3.20841 9.83025 111.214 -24.2199 39.325 -17.054 25.47 -279.179 -11.4718 -92.1776 -7.19734 -58.6808 328.76 14.3017 105.056 4.468 64.4537 -159.253 -16.1018 -52.075 -5.69052 -17.0785 -5.53889 -16.5359 1422.59 -17.552 465.59 -5.9198 -68.2461 -6.01271 149.411 -3059.25 464.507 -1066.52 159.373 326.126 154.518 -386.754 -7677.31 -244.675 -2547.11 -84.9416 -161.715 -79.6131 -840.338 -1877.45 -2294.98
22 0 0.394139 -0.52696 1.1899 3.9112 0.6993 -2.83955 7.02319 0.800109 3.02753 0.196567 1.97159 -23.0797 0.0155053 -6.99833 -0.03804 -3.61808 -47.854 6.9719 -9.27619 2.23542 -5.26529 145.396 12.5207 48.2316 15.9816 30.0904 -53.2377 15.373 -13.5538 7.25929 -7.85894 94.3819 7.16408 37.5342 2.66514 1.95937 2.54458 16.512 -750.123 0.0980288 -235.327 0.00154697 -1.10146 -0.0582477 -68.4236 1444.21 -139.167 351.585 -39.0505 -40.4785 -41.9164 29.542 4079.31 241.374 1359.29 93.4598 308.219 87.1107 451.653 1128.77 1297.02 0.37004 -0.545444 1.187 3.77605 0.734344 -2.77785 6.71445 0.777877 2.90555 0.190707 1.89401 -23.1585 0.0149521 -7.04414 -0.0379948 -3.66182 -47.1242 6.77946 -9.21823 2.17283 -5.2414 140.891 12.175 46.7357 15.5393 29.1606 -53.7072 14.9386 -13.8281 7.05 -8.03305 90.7768 6.96495 36.1638 2.59113 1.90141 2.47391 15.944 -744.933 0.0925484 -234.01 0.000564152 -1.09287 -0.0575399 -68.2663 1416.06 -135.33 345.806 -37.9708 -39.3466 -40.7594 30.0492 3957.72 234.712 1318.75 90.882 299.687 84.7075 438.168 1088.9 1207.3
23 0 0.369196 0.750243 3.99965 3.75446 -1.9299 -5.15739 7.2164 1.00281 2.73785 0.262237 1.89611 32.1136 0.980396 13.2929 1.59748 9.74537 -139.13 6.42443 -43.3553 0.248408 -25.3845 144.261 -49.6162 52.0275 -27.9625 29.5349 130.351 20.0406 50.604 15.5771 37.6157 104.408 9.18389 37.847 2.98537 2.72808 2.99473 14.6325 1030.46 21.1803 398.854 7.51896 34.4178 7.3501 169.974 3553.68 -93.2444 1129.94 -38.3663 17.5304 -38.238 341.365 4155.79 -925.735 1464.18 -342.931 -512.698 -320.445 543.795 1329.12 5663.23 0.359713 0.731369 3.88436 3.65224 -1.87692 -5.01236 7.0215 0.975002 2.66368 0.255172 1.84458 31.2555 0.953154 12.935 1.5536 9.48143 -135.132 6.24574 -42.1061 0.24101 -24.6513 140.293 -48.2353 50.5946 -27.1854 28.7225 126.64 19.4927 49.1657 15.1509 36.5507 101.55 8.92942 36.8099 2.90262 2.65431 2.91177 14.231 1002.39 20.5917 387.96 7.3099 33.4722 7.14591 165.315 3451.13 -90.6438 1097.26 -37.2981 17.0532 -37.1738 331.446 4041.1 -899.974 1423.75 -333.387 -498.45 -311.53 528.756 1292.54 5507.15
24 0 0.473832 -1.44354 0.568026 9.44487 10.9 -7.53328 7.58445 -0.0284636 2.86625 0.705195 1.81982 -62.8573 -0.3801 -21.5424 1.05904 -13.5422 -30.8286 12.0678 -8.59921 10.5545 -4.14433 352.634 30.7754 116.906 15.3006 73.9713 -774.791 -5.04724 -253.173 -2.49017 -153.389 91.8001 -0.340463 33.4683 -0.303241 6.08634 -0.0664347 13.1041 -2031.6 -8.52249 -690.008 -2.75176 22.1044 -2.76491 -238.634 1139.15 -253.194 345.355 -84.1597 -220.44 -79.2321 91.2792 9894.02 634.923 3290.33 222.553 332.238 216.98 1089.27 986.012 -1130.23 0.424459 -1.49345 0.637197 9.10376 10.7475 -7.37148 7.06092 -0.0283471 2.68174 0.68483 1.70566 -63.0429 -0.370771 -21.5891 1.02841 -13.5545 -31.6994 11.7235 -8.93967 10.2503 -4.38078 341.358 29.8954 113.162 14.8551 71.6164 -758.652 -4.9185 -247.941 -2.43382 -150.214 86.545 -0.336941 31.6316 -0.296851 5.91049 -0.0666917 12.4341 -2016.63 -8.31199 -684.687 -2.68431 21.4646 -2.69696 -236.638 1142.75 -245.982 347.583 -81.7587 -214.098 -76.9712 92.7325 9591.28 616.809 3189.59 216.209 322.62 210.79 1055.87 935.213 -1242.84
25 0 0.493014 -0.617369 1.46624 4.5559 5.83892 -4.24932 8.7627 0.727718 3.37835 0.503652 2.45109 -26.243 1.6657 -7.49672 1.70409 -3.70781 -45.4113 3.60404 -14.5205 3.50716 -6.50778 170.254 1.92874 57.1732 8.87627 37.2301 -411.192 -7.7869 -141.871 -4.15647 -86.8216 116.869 6.25494 42.9812 2.16334 4.29466 2.08534 17.085 -835.242 35.372 -251.988 11.9633 36.034 11.7393 -66.1707 970.424 -72.5168 317.15 -24.4576 -70.7652 -24.5553 101.317 4781.42 62.6789 1603.6 18.6566 186.052 21.055 540.25 1385.33 2310.84 0.477111 -0.606842 1.43605 4.42437 5.68756 -4.13862 8.50566 0.707373 3.27988 0.489555 2.38016 -25.6491 1.6196 -7.33369 1.65698 -3.63206 -44.4345 3.50243 -14.2112 3.40894 -6.38208 165.449 1.87118 55.5603 8.62862 36.1803 -400.136 -7.57313 -138.052 -4.04242 -84.4837 113.555 6.08019 41.764 2.10286 4.17459 2.02695 16.6022 -814.796 34.3934 -245.91 11.6323 35.038 11.4145 -64.6421 950.508 -70.4584 310.674 -23.7672 -68.7703 -23.8596 99.272 4647.46 60.855 1558.68 18.1076 180.858 20.4392 525.122 1346.72 2241.5
26 0 0.682641 -3.40039 -5.60437 3.37136 9.9432 4.50229 11.146 0.530181 4.21092 1.72732 3.19668 -142.265 1.1052 -47.8539 1.04723 -28.9943 220.748 -8.46527 73.9869 -4.4933 43.5552 131.456 27.0785 53.0681 15.1731 39.7251 -676.581 12.981 -218.076 9.44555 -130.152 136.181 4.64264 49.8337 2.31936 15.093 2.33078 19.7399 -4460.73 21.0704 -1497.72 5.54564 20.0052 6.10201 -506.543 -6540.71 164.386 -2192.27 52.017 78.762 51.4118 -736.986 3845.56 545.519 1469 214.664 310.176 196.814 616.667 1473.12 -5980.83 0.656593 -3.32165 -5.43627 3.2632 9.6919 4.37099 10.7691 0.514929 4.07138 1.67883 3.09417 -138.646 1.07415 -46.6359 1.01768 -28.2559 214.409 -8.23351 71.8622 -4.36972 42.3012 127.522 26.3277 51.4987 14.7511 38.563 -658.621 12.622 -212.296 9.1834 -126.703 131.762 4.50892 48.2359 2.2533 14.6691 2.26439 19.1194 -4343.86 20.4777 -1458.47 5.38929 19.4395 5.93016 -493.263 -6355.57 159.879 -2130.21 50.5908 76.5922 50.0044 -716.123 3733.27 530.385 1426.34 208.71 301.546 191.354 598.903 1426.19 -5844.9
27 0 -1.18756 3.32253 1.14285 -10.173 -13.3295 4.35811 -20.345 -1.38742 -7.67714 -2.20512 -5.59734 140.025 -2.1376 45.9617 -3.90079 26.7533 -45.4179 -5.5311 -15.5227 -4.72576 -8.16771 -390.029 -10.5603 -132.396 -10.9875 -85.3454 921.791 -6.50094 298.666 -16.1767 178.181 -262.47 -12.429 -95.4908 -4.57591 -19.6608 -4.84773 -37.3083 4411.35 -43.1285 1456.9 -13.5934 -81.1666 -13.7658 476.704 1367.09 111.374 463.272 47.9407 98.9666 41.6557 159.885 -11237.3 -275.505 -3812.9 -95.6684 -268.555 -99.9933 -1316.41 -3013.17 1740.87 -1.12628 3.29848 1.04714 -9.8291 -13.0722 4.2729 -19.5305 -1.34809 -7.38012 -2.14297 -5.39086 137.585 -2.07686 45.1696 -3.79141 26.3018 -42.8775 -5.36965 -14.6627 -4.58562 -7.67931 -378.02 -10.2489 -128.322 -10.6662 -82.7322 900.17 -6.32319 291.705 -15.7255 174.038 -252.982 -12.0767 -92.0997 -4.44636 -19.1067 -4.71052 -36.0218 4319.64 -41.9018 1426.73 -13.2062 -78.8905 -13.3739 466.912 1303.43 108.127 441.795 46.556 96.0404 40.4468 152.542 -10902.5 -267.488 -3699.36 -92.877 -260.774 -97.0846 -1277.22 -2910.09 1805.01
28 0 -1.14406 2.81742 1.89624 -3.84052 -3.60818 -2.84779 -20.1026 -2.33709 -8.02708 -2.08806 -5.61848 117.15 -3.56405 36.4951 -3.65475 20.9885 -91.8361 -0.300884 -30.3313 4.08924 -16.064 -152.625 -8.32576 -56.2414 -10.5501 -35.6787 242.653 -22.3355 63.6651 -15.9904 32.8286 -264.589 -20.6576 -100.005 -7.96216 -18.6339 -7.89454 -41.4728 3656.23 -73.1996 1165.95 -22.9314 -75.7682 -23.2059 353.565 3247.19 0.57737 1072.32 -3.77462 -91.3557 3.65819 352.711 -4533.03 -203.36 -1624.08 -111.411 -238.475 -98.2598 -629.299 -3093.85 29.6779 -1.11779 2.7245 1.85874 -3.74499 -3.48622 -2.77679 -19.5889 -2.27175 -7.81902 -2.03004 -5.47132 113.579 -3.46471 35.3755 -3.55377 20.3419 -89.6257 -0.292068 -29.6032 3.97409 -15.6882 -148.568 -8.09798 -54.7406 -10.2582 -34.7267 235.221 -21.7217 61.6649 -15.5511 31.7759 -257.604 -20.08 -97.3486 -7.73957 -18.116 -7.67385 -40.3611 3547.79 -71.1593 1131.27 -22.2921 -73.6754 -22.5592 342.981 3164.62 0.552823 1045.09 -3.67219 -88.7846 3.55332 343.78 -4410.09 -197.769 -1579.97 -108.336 -231.865 -95.5462 -612.154 -3010.87 7.72206
29 0 -0.092826 0.504318 0.277643 -4.66434 -11.0158 6.43811 -1.89165 1.25862 -1.2624 0.27977 -1.1017 21.5815 -0.648675 5.65873 1.54042 2.39837 -20.4607 16.2093 -9.60945 6.16243 -7.28783 -172.433 -11.4957 -55.8413 -5.53283 -36.1649 768.695 -13.4609 250.816 -5.06957 148.494 -28.7743 10.9255 -15.2073 4.14242 2.24482 3.79777 -8.77011 686.23 -13.7837 196.119 -4.96098 33.2325 -4.88637 43.6745 904.713 -321.806 358.854 -101.849 -114.511 -103.381 157.969 -4789.35 -248.706 -1563.28 -94.8763 -126.276 -78.3213 -497.29 -382.98 800.091 -0.0788521 0.519201 0.242716 -4.51194 -10.7574 6.27493 -1.74164 1.2237 -1.19489 0.272502 -1.0516 21.6083 -0.630878 5.71043 1.49893 2.45718 -19.3375 15.7604 -9.1568 5.99334 -6.97214 -167.254 -11.171 -54.1611 -5.37472 -35.0828 749.043 -13.0838 244.416 -4.92183 144.711 -27.1413 10.6225 -14.5075 4.0275 2.18688 3.69234 -8.43431 680.739 -13.4055 195.197 -4.82477 32.3376 -4.75221 43.972 868.275 -312.892 345.101 -99.0272 -111.369 -100.518 152.31 -4649.73 -241.707 -1517.67 -92.2108 -122.694 -76.1155 -482.756 -365.211 823.651
30 0 0.806385 -1.95388 0.0467411 7.2296 11.7825 -4.0725 14.5242 1.07278 4.7209 2.14928 2.8473 -84.4302 0.890475 -27.8921 1.70351 -17.2919 3.60338 9.0677 0.263317 12.2001 1.43824 272.448 21.7719 96.1884 14.9919 63.2365 -820.598 13.0717 -263.783 10.1158 -155.58 197.021 9.72532 64.7567 3.24287 19.3144 3.36791 20.9304 -2722.82 18.5567 -902.841 6.4524 34.9474 6.50003 -297.895 -260.147 -170.042 -69.1398 -61.0134 -232.464 -55.8517 -11.7095 7704.27 468.795 2679.74 162.643 328.882 158.217 967.312 2376.64 -24.4632 0.760627 -1.95783 0.0992938 6.97996 11.5513 -3.98954 13.9184 1.04286 4.52203 2.08901 2.72713 -83.3415 0.865544 -27.5367 1.65475 -17.0639 2.42493 8.81343 -0.105801 11.8575 1.17729 264.001 21.1537 93.2214 14.5646 61.3012 -801.23 12.7013 -257.6 9.82538 -151.947 189.796 9.45422 62.3713 3.15245 18.7731 3.274 20.1518 -2674.31 18.037 -886.815 6.27179 33.9456 6.31805 -292.646 -231.256 -165.268 -59.9523 -59.3027 -225.933 -54.2844 -8.93167 7474.54 455.532 2600.02 158.041 319.554 153.74 938.654 2295.45 -118.127
