# Displaced_A15.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     318      2      4.09689      4.09689      2.11296e-09      1.27231e-13      0      4.70503e-14      
     319      2      56.2628      56.2628      1.13712e-09      1.53819e-12      0      4.6989e-13      
     320      2      -22.5851      -22.5851      2.11806e-05      1.01456e-14      0      3.91238e-15      
     321      2      -21.7956      -21.7955      6.75753e-05      3.44957e-15      0      1.2039e-15      
     322      2      33.1101      33.1101      2.53201e-09      2.151e-13      0      6.82972e-14      
     323      2      -20.8858      -20.886      0.000103396      2.32675e-15      0      8.11272e-16      
     324      2      -23.6018      -23.6013      0.000256887      2.27946e-14      0      8.8974e-15      
     325      2      -23.2073      -23.2073      2.86824e-05      2.84942e-15      0      9.58146e-16      
     326      2      -19.8983      -19.8981      9.85134e-05      1.28948e-14      0      5.22152e-15      
     327      2      -23.4057      -23.4055      0.000117076      1.17805e-14      0      4.08007e-15      
     328      2      -4.78132      -4.78132      1.65927e-08      1.62296e-13      0      6.1297e-14      
     329      2      -18.8648      -18.8649      5.78334e-05      1.97767e-15      0      7.35523e-16      
     330      2      -17.8131      -17.8131      1.86281e-05      2.11294e-15      0      7.42462e-16      
     331      2      -11.1972      -11.1972      2.58137e-08      1.28496e-13      0      5.02972e-14      
     332      2      -23.6845      -23.6967      0.00608799      1.26309e-14      0      4.11245e-15      
# Volume_FCC.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     333      4      -19.076      -19.076      8.31526e-07      2.55619e-13      0      7.06142e-14      
     334      4      -34.8743      -34.8736      0.000159214      2.75429e-15      0      6.35835e-16      
     335      4      -43.9498      -43.95      3.89241e-05      4.60681e-15      0      1.09046e-15      
     336      4      -40.9919      -40.9919      6.74768e-06      1.74343e-14      0      3.23743e-15      
     337      4      -43.454      -43.4539      1.02846e-05      5.76318e-14      0      1.48958e-14      
     338      4      -42.6859      -42.6861      3.61896e-05      4.40211e-15      0      1.01305e-15      
     339      4      -33.2246      -33.2247      2.04422e-05      2.04899e-15      0      4.92553e-16      
     340      4      -26.8627      -26.8627      2.13127e-08      7.82984e-14      0      1.97377e-14      
     341      4      -25.5195      -25.5199      0.000103914      2.22328e-15      0      5.36611e-16      
     342      4      3.46307      3.46307      2.12463e-07      2.96627e-13      0      6.5579e-14      
     343      4      -31.5956      -31.5959      7.58027e-05      4.41506e-15      0      9.90558e-16      
     344      4      -45.1003      -45.1005      3.22461e-05      1.36978e-14      0      3.39571e-15      
     345      4      -46.0526      -46.0523      7.81789e-05      5.85332e-15      0      1.45356e-15      
     346      4      -30.0013      -30.0012      2.46663e-05      1.2513e-15      0      3.13941e-16      
     347      4      -22.8503      -22.8504      1.5811e-05      1.84617e-15      0      4.56828e-16      
     348      4      -9.16469      -9.16469      5.72532e-07      2.59933e-13      0      7.30602e-14      
     349      4      -24.1506      -24.1503      6.69963e-05      8.48657e-16      0      1.80363e-16      
     350      4      -46.4365      -46.4268      0.00242101      7.65313e-15      0      1.93646e-15      
     351      4      -28.4512      -28.4511      1.52269e-05      5.24334e-14      0      1.51077e-14      
     352      4      40.3416      40.3416      4.48411e-09      6.06153e-13      0      1.25613e-13      
     353      4      19.6179      19.6179      3.48537e-08      7.29661e-13      0      1.90059e-13      
     354      4      -26.9546      -26.9544      5.23721e-05      2.75629e-15      0      6.41828e-16      
     355      4      -46.3252      -46.3237      0.000367832      9.64864e-15      0      2.45342e-15      
     356      4      -45.8278      -45.8289      0.000287341      8.26247e-14      0      2.37562e-14      
     357      4      -38.1606      -38.1603      7.75943e-05      1.9252e-15      0      4.26216e-16      
     358      4      -32.9197      -32.9197      2.87335e-06      1.51928e-13      0      4.12026e-14      
     359      4      -41.2729      -41.2727      5.09772e-05      4.78874e-15      0      1.16299e-15      
     360      4      -39.7532      -39.7533      4.10552e-05      3.09974e-15      0      7.1119e-16      
     361      4      -37.5475      -37.5474      6.00448e-06      2.43668e-14      0      6.27702e-15      
     362      4      -36.5253      -36.526      0.000161438      1.38054e-15      0      2.95182e-16      
     363      4      -45.0167      -45.0161      0.000163224      3.76068e-15      0      9.01652e-16      
