# Bulk.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     1      8      -38.6775      -38.7277      0.00627444      1.86715e-14      0      3.43675e-15      
# EOS.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     438      8      -18.6645      -18.6644      1.34163e-05      31.3171      31.3329      0.00540951      
     439      8      -17.618      -17.6117      0.000781549      35.8633      35.6859      0.0373807      
     440      8      -18.8089      -18.8137      0.000596211      30.6307      30.6584      0.00416163      
     441      8      -18.7214      -18.7381      0.00209423      30.7329      30.7598      0.0130896      
     442      8      -18.385      -18.3832      0.000220093      32.4864      32.4513      0.00964023      
     443      8      -18.8024      -18.8058      0.000428007      30.6497      30.6763      0.00612661      
     444      8      -18.4703      -18.4748      0.000556841      32.0145      31.996      0.00952188      
     445      8      -18.7102      -18.7105      4.23203e-05      31.0277      31.0424      0.00650415      
     446      8      -17.358      -17.3515      0.000804587      36.9513      36.7227      0.0484202      
     447      8      -17.7301      -17.7163      0.00172263      35.6319      35.5166      0.0245242      
     448      8      -18.6971      -18.6968      2.91566e-05      31.098      31.1116      0.00621663      
     449      8      -18.4271      -18.4234      0.00045624      32.3347      32.3072      0.00796568      
     450      8      -18.614      -18.6132      9.52669e-05      31.5687      31.5819      0.00511692      
     451      8      -18.7137      -18.7156      0.000237499      31.0939      31.1163      0.00617606      
     452      8      -18.7358      -18.7457      0.00123706      30.7518      30.7763      0.0103889      
     453      8      -17.5844      -17.5704      0.00174087      36.2785      36.1387      0.0301622      
     454      8      -18.667      -18.6682      0.00015996      31.1883      31.1978      0.00645233      
     455      8      -18.8091      -18.8137      0.000575314      30.6285      30.656      0.00466264      
     456      8      -18.7235      -18.7374      0.00173852      30.7578      30.7832      0.0119647      
     457      8      -18.4812      -18.4769      0.000536096      32.1912      32.1883      0.00334199      
     458      8      -18.3185      -18.3113      0.000890767      32.9663      32.9479      0.00312139      
     459      8      -18.6939      -18.6936      4.04127e-05      31.1264      31.1397      0.00596733      
     460      8      -18.1076      -18.097      0.00132575      33.9344      33.8837      0.00947652      
     461      8      -18.1524      -18.1421      0.00129224      33.7223      33.6753      0.00842167      
     462      8      -18.6638      -18.6633      5.97507e-05      31.2428      31.2516      0.00578873      
     463      8      -18.7702      -18.7724      0.000280771      30.7177      30.7398      0.007828      
     464      8      -18.7536      -18.7547      0.000141419      30.8272      30.847      0.00713093      
     465      8      -18.7717      -18.7733      0.000198488      30.7504      30.7719      0.00724497      
     466      8      -18.5261      -18.5233      0.000347875      31.9884      31.9932      0.00352908      
     467      8      -18.7557      -18.7582      0.000319555      30.771      30.7922      0.00783949      
     468      8      -18.5953      -18.5926      0.000336966      31.6169      31.6207      0.00415233      
     469      8      -18.1382      -18.1281      0.00126523      33.7976      33.7536      0.00802743      
     470      8      -18.7868      -18.7891      0.000285521      30.7068      30.7309      0.00684017      
     471      8      -18.003      -17.9907      0.00153152      34.4      34.3275      0.0143995      
     472      8      -18.4037      -18.4056      0.000237055      32.3474      32.3164      0.0104411      
     473      8      -18.7669      -18.7709      0.000505304      30.6962      30.7193      0.00837026      
     474      8      -18.5997      -18.597      0.000344959      31.5942      31.5986      0.00428298      
     475      8      -18.6116      -18.6111      5.50226e-05      31.586      31.6004      0.00532346      
     476      8      -18.7815      -18.7835      0.000250222      30.7345      30.7586      0.00675996      
     477      8      -18.6833      -18.6922      0.00110678      31.0035      31.02      0.00970553      
     478      8      -18.6032      -18.6019      0.000158608      31.5215      31.5216      0.00491655      
     479      8      -18.6351      -18.6341      0.000122777      31.3813      31.3861      0.00521627      
     480      8      -18.6896      -18.6919      0.000291473      31.0699      31.0826      0.00704506      
     481      8      -18.7643      -18.7674      0.000392296      30.725      30.747      0.00804519      
     482      8      -18.5157      -18.5112      0.000570566      31.9867      31.9797      0.00489688      
     483      8      -18.7964      -18.7996      0.000401016      30.6769      30.7029      0.00615666      
     484      8      -18.7692      -18.7731      0.000481996      30.6917      30.7144      0.00824052      
     485      8      -18.6717      -18.6729      0.000144361      31.2971      31.3162      0.00597948      
     486      8      -18.3477      -18.3409      0.000847564      32.8249      32.8081      0.00372927      
     487      8      -18.6949      -18.6958      0.000108883      31.079      31.0914      0.00648215      
     488      8      -18.6941      -18.6994      0.000660783      31.0051      31.02      0.00819896      
     489      8      -18.7525      -18.7585      0.000754851      30.7286      30.752      0.00904154      
     490      8      -18.7637      -18.7688      0.000639805      30.6927      30.7164      0.00875554      
     491      8      -18.7448      -18.7471      0.000289246      30.934      30.9569      0.00582168      
     492      8      -18.0475      -18.0462      0.000157957      33.9362      33.8424      0.0189332      
     493      8      -18.5887      -18.5982      0.00119607      31.418      31.4212      0.00964912      
     494      8      -18.6013      -18.6116      0.00129431      31.3529      31.358      0.00997746      
     495      8      -17.9408      -17.9351      0.000712236      34.4772      34.3622      0.0235699      
     496      8      -18.7973      -18.8009      0.00044653      30.676      30.7021      0.00584019      
     497      8      -18.7436      -18.7449      0.000168197      30.8542      30.8729      0.00723856      
     498      8      -18.1569      -18.1495      0.000932702      33.5852      33.5112      0.0139533      
     499      8      -18.0906      -18.0791      0.00143324      33.996      33.9354      0.0114653      
     500      8      -18.4704      -18.4726      0.000273784      32.0475      32.0278      0.00885779      
     501      8      -18.7458      -18.7467      0.000110766      30.8662      30.885      0.00702408      
     502      8      -18.6719      -18.6714      7.12353e-05      31.2156      31.2255      0.00583165      
     503      8      -17.4203      -17.4129      0.000921292      36.726      36.5097      0.0458833      
     504      8      -17.7864      -17.7814      0.000628067      35.1166      34.9729      0.030022      
     505      8      -18.7408      -18.7422      0.000174654      30.8706      30.8886      0.00711878      
     506      8      -18.766      -18.7699      0.000483284      30.7049      30.7275      0.00825989      
     507      8      -18.4274      -18.4244      0.00038053      32.3194      32.2919      0.00821314      
     508      8      -18.574      -18.571      0.000376103      31.7297      31.7329      0.00365655      
     509      8      -18.8042      -18.8335      0.00365876      30.6545      30.4155      0.0303079      
     510      8      -18.6643      -18.6631      0.000142794      31.2707      31.2809      0.00547079      
     511      8      -18.7347      -18.7354      8.22636e-05      30.9252      30.9427      0.00675025      
     512      8      -18.4522      -18.447      0.000645131      32.2579      32.2377      0.00662631      
     513      8      -18.7806      -18.7826      0.000242503      30.736      30.7597      0.00682956      
     514      8      -18.6179      -18.6176      4.33071e-05      31.5553      31.5701      0.00540046      
     515      8      -17.8381      -17.8248      0.00165637      35.1573      35.0654      0.0193953      
     516      8      -18.7809      -18.7829      0.000247138      30.6907      30.713      0.00759938      
     517      8      -18.6803      -18.6823      0.000245546      31.118      31.1293      0.00679643      
     518      8      -18.4534      -18.4623      0.00111485      32.0275      32.0083      0.0112308      
     519      8      -18.2642      -18.2554      0.00110295      33.188      33.1504      0.00679125      
     520      8      -18.7278      -18.7316      0.000475111      30.8752      30.8935      0.00788635      
     521      8      -18.8042      -18.8079      0.000460207      30.645      30.672      0.00578919      
     522      8      -18.7245      -18.726      0.000196701      31.0295      31.0506      0.00582814      
     523      8      -18.789      -18.7928      0.000472723      30.725      30.7513      0.00508974      
     524      8      -18.5332      -18.5303      0.000361648      31.9487      31.9526      0.00339045      
     525      8      -18.6604      -18.6607      4.94554e-05      31.349      31.3669      0.00580733      
     526      8      -18.513      -18.5208      0.000974279      31.7796      31.7696      0.00927795      
     527      8      -18.6631      -18.6622      0.000104133      31.3125      31.3267      0.00508674      
     528      8      -17.95      -17.9474      0.000327407      34.3728      34.261      0.0229626      
     529      8      -18.7446      -18.7477      0.00038394      30.8106      30.8308      0.00789532      
     530      8      -17.7417      -17.728      0.00170617      35.5804      35.467      0.0240844      
     531      8      -18.4904      -18.4874      0.000375703      32.0452      32.0283      0.00677554      
     532      8      -18.7321      -18.7326      6.20659e-05      30.9549      30.9732      0.00643639      
     533      8      -18.4252      -18.4209      0.000537938      32.3551      32.328      0.00771923      
     534      8      -18.7658      -18.7698      0.000508613      30.6988      30.7221      0.00843489      
     535      8      -17.9046      -17.8978      0.00084986      34.6579      34.5356      0.025127      
     536      8      -18.6807      -18.6814      8.48178e-05      31.1461      31.1563      0.00629162      
     537      8      -18.7984      -18.8006      0.000279506      30.6436      30.6686      0.00723448      
     538      8      -18.7352      -18.745      0.00123437      30.7551      30.7794      0.010389      
     539      8      -18.6593      -18.6601      8.96029e-05      31.3547      31.3721      0.00576924      
     540      8      -18.7715      -18.7734      0.000232258      30.7813      30.8042      0.00663269      
     541      8      -18.5555      -18.553      0.000314902      31.7555      31.7491      0.0054781      
     542      8      -18.4132      -18.4107      0.000315189      32.375      32.3445      0.00872023      
     543      8      -17.9014      -17.8886      0.00160173      34.8692      34.7853      0.0173486      
     544      8      -18.5958      -18.5948      0.000129087      31.6605      31.6734      0.00506711      
     545      8      -18.0228      -18.0214      0.000178504      34.0419      33.9439      0.0198941      
     546      8      -18.7281      -18.7307      0.000332883      30.896      30.913      0.0074672      
     547      8      -18.1013      -18.0903      0.00138067      33.9477      33.8889      0.0110287      
     548      8      -18.7916      -18.7934      0.000220365      30.6519      30.676      0.00765656      
     549      8      -18.6283      -18.6312      0.000359826      31.3351      31.3397      0.00677483      
     550      8      -18.6785      -18.6784      1.12971e-05      31.1688      31.1793      0.00615993      
     551      8      -18.7396      -18.7511      0.00144137      30.7136      30.7398      0.0110707      
     552      8      -18.7048      -18.7058      0.000126475      31.1246      31.1442      0.0057717      
     553      8      -18.7538      -18.7568      0.000378804      30.8976      30.9218      0.00586694      
     554      8      -18.803      -18.8068      0.00048336      30.6523      30.6791      0.0055628      
     555      8      -18.4892      -18.4841      0.000639236      32.1193      32.1098      0.00497464      
     556      8      -18.6376      -18.6359      0.000211044      31.397      31.4037      0.00507731      
     557      8      -18.7619      -18.7645      0.000323836      30.8469      30.8704      0.00553916      
     558      8      -18.621      -18.6253      0.000533127      31.3468      31.3512      0.00733307      
     559      8      -18.7183      -18.7212      0.000361907      30.9286      30.9459      0.00763998      
     560      8      -18.7523      -18.7605      0.00102473      30.701      30.7258      0.00975112      
     561      8      -18.7312      -18.7326      0.000184078      30.9959      31.0177      0.00582967      
     562      8      -18.3819      -18.376      0.000730978      32.6718      32.6621      0.00303453      
     563      8      -18.7698      -18.7732      0.000419783      30.8189      30.8442      0.00566663      
     564      8      -18.5248      -18.5322      0.000920429      31.7334      31.725      0.0088466      
     565      8      -18.7344      -18.7354      0.000130244      30.9665      30.9868      0.00592532      
     566      8      -18.6932      -18.6928      5.26636e-05      31.1268      31.1401      0.0060153      
     567      8      -18.788      -18.791      0.000376418      30.718      30.7433      0.00605143      
     568      8      -18.0729      -18.0716      0.000167161      33.8309      33.7413      0.0179444      
     569      8      -18.4072      -18.4014      0.000720961      32.5417      32.5307      0.00363477      
     570      8      -18.3332      -18.3265      0.000844916      32.8064      32.7663      0.00849978      
     571      8      -18.7476      -18.7527      0.000634726      30.7661      30.7878      0.00860824      
     572      8      -18.7244      -18.7249      6.49976e-05      31.0028      31.021      0.00609714      
     573      8      -18.7583      -18.7595      0.000156977      30.8102      30.8302      0.00713925      
     574      8      -18.4775      -18.4794      0.000242875      32.0196      32.0011      0.00861489      
     575      8      -18.0339      -18.0226      0.00141906      34.2717      34.2105      0.0120576      
     576      8      -18.6868      -18.6887      0.000239817      31.0919      31.1035      0.00685182      
     577      8      -18.6691      -18.6688      4.26601e-05      31.2895      31.305      0.00531784      
     578      8      -18.755      -18.7566      0.000203458      30.8007      30.8207      0.00739659      
     579      8      -18.6012      -18.6      0.000152273      31.6288      31.6406      0.00487674      
     580      8      -18.7575      -18.7611      0.000450215      30.747      30.7684      0.00810794      
     581      8      -18.7978      -18.8022      0.000553096      30.6866      30.7142      0.00490909      
     582      8      -18.2085      -18.2019      0.000831366      33.3449      33.2799      0.0119307      
     583      8      -18.5438      -18.5409      0.000353286      31.8101      31.8021      0.00564154      
     584      8      -18.732      -18.7336      0.000203258      30.9932      31.015      0.00583652      
     585      8      -18.7334      -18.7409      0.000943879      30.7923      30.815      0.00952462      
     586      8      -18.6834      -18.6991      0.00195931      30.9174      30.9381      0.0125504      
     587      8      -18.6889      -18.6887      2.92842e-05      31.1314      31.1437      0.00613114      
     588      8      -18.7794      -18.7811      0.000210707      30.7118      30.7341      0.00737712      
     589      8      -17.7489      -17.7432      0.000710891      35.2953      35.1436      0.0317468      
     590      8      -18.3062      -18.2987      0.000938056      33.0224      33.002      0.00351852      
     591      8      -18.1589      -18.1533      0.000709304      33.5397      33.4649      0.0142939      
     592      8      -18.5997      -18.6029      0.000395648      31.46      31.4603      0.00658994      
     593      8      -18.6616      -18.6608      0.000106795      31.3154      31.3287      0.00493689      
     594      8      -18.6995      -18.7053      0.000736034      30.9703      30.9869      0.00852081      
     595      8      -18.7337      -18.7462      0.00156658      30.7266      30.7531      0.0115184      
     596      8      -18.1585      -18.1484      0.00126404      33.7026      33.6605      0.00746818      
     597      8      -18.6251      -18.6237      0.000167848      31.431      31.4345      0.00510987      
     598      8      -18.6771      -18.6783      0.000151424      31.2694      31.2885      0.00594901      
     599      8      -18.5985      -18.5966      0.000237432      31.6284      31.637      0.00429436      
     600      8      -18.7626      -18.7645      0.000243161      30.8333      30.856      0.00618927      
     601      8      -18.2155      -18.2182      0.00033883      33.1506      33.0884      0.0155529      
     602      8      -18.7587      -18.7652      0.000815543      30.6931      30.7178      0.00927195      
     603      8      -18.6527      -18.6514      0.000165132      31.3503      31.3616      0.00501809      
     604      8      -18.6494      -18.6495      2.01846e-05      31.3999      31.4163      0.0056025      
     605      8      -18.5341      -18.5302      0.000487576      31.9116      31.9084      0.00429405      
     606      8      -18.7599      -18.7621      0.000265457      30.8505      30.8733      0.00591989      
     607      8      -18.2331      -18.229      0.000508577      33.1889      33.1272      0.0122797      
     608      8      -18.6125      -18.6118      8.60889e-05      31.5807      31.5953      0.00534372      
     609      8      -18.7828      -18.7858      0.000382416      30.7454      30.7704      0.0058195      
     610      8      -18.3296      -18.3319      0.000283103      32.664      32.6212      0.0124564      
     611      8      -18.7948      -18.7985      0.000461744      30.6933      30.7198      0.00535345      
     612      8      -18.8033      -18.8075      0.000517211      30.6557      30.6832      0.00491102      
     613      8      -18.7088      -18.7088      7.22399e-07      31.0562      31.071      0.0062398      
     614      8      -18.022      -18.0222      1.97569e-05      34.0168      33.9191      0.0198116      
     615      8      -18.1714      -18.1703      0.000147126      33.4045      33.3327      0.0150965      
# Strain.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     616      8      -38.652      -38.7026      0.00632546      0.000121      0      2.07794e-05      
     617      8      -37.6918      -37.6778      0.00175909      5.18772e-05      0      7.89424e-06      
     618      8      -37.9094      -37.9226      0.00164776      8.51039e-05      0      1.52733e-05      
     619      8      -38.323      -38.354      0.00388558      8.9584e-05      0      1.53453e-05      
     620      8      -38.0349      -37.9789      0.00700481      8.73176e-05      0      1.36461e-05      
     621      8      -38.1312      -38.1066      0.00307006      0.00010915      0      1.65609e-05      
     622      8      -37.0357      -37.0656      0.00373381      0.000169276      0      2.78778e-05      
     623      8      -38.4112      -38.4449      0.00420603      9.3433e-05      0      1.60402e-05      
     624      8      -38.2096      -38.2259      0.00203626      8.6728e-05      0      1.39106e-05      
     625      8      -38.6627      -38.711      0.0060412      9.19031e-05      0      1.18991e-05      
     626      8      -37.9088      -37.9483      0.00494307      0.00018109      0      3.28462e-05      
     627      8      -38.1413      -38.1342      0.000894076      0.000155582      0      2.68281e-05      
     628      8      -36.6655      -36.6665      0.00011991      0.000199983      0      3.39562e-05      
     629      8      -38.4337      -38.4626      0.00361133      0.000138306      0      2.28219e-05      
     630      8      -38.099      -38.0781      0.00262267      0.000135565      0      2.28179e-05      
     631      8      -38.3475      -38.417      0.0086963      8.89636e-05      0      1.09583e-05      
     632      8      -38.4273      -38.468      0.00507603      0.000110989      0      2.09607e-05      
     633      8      -36.2787      -36.2647      0.00175104      0.000224807      0      4.23371e-05      
     634      8      -38.1342      -38.1283      0.000747324      0.000113402      0      2.09386e-05      
     635      8      -38.008      -38.0822      0.00928259      0.000114979      0      1.62957e-05      
     636      8      -38.1176      -38.1401      0.00281844      7.69411e-05      0      1.07717e-05      
     637      8      -38.2554      -38.2817      0.0032877      9.11966e-05      0      1.2947e-05      
     638      8      -38.2307      -38.2876      0.00710829      0.000114145      0      1.85863e-05      
     639      8      -37.4103      -37.305      0.0131608      0.000144208      0      2.29194e-05      
     640      8      -36.9324      -36.9572      0.00309942      0.000142353      0      2.20486e-05      
     641      8      -38.4252      -38.439      0.00172756      0.000119369      0      2.03813e-05      
     642      8      -37.0536      -37.0593      0.000722879      7.78098e-05      0      1.2686e-05      
     643      8      -36.7115      -36.7149      0.000423322      8.13064e-05      0      1.34496e-05      
     644      8      -38.2618      -38.3363      0.00931505      0.000100115      0      1.39983e-05      
     645      8      -36.8018      -36.7943      0.000947889      0.000217156      0      4.02926e-05      
     646      8      -38.1905      -38.2152      0.00308753      8.60713e-05      0      1.51179e-05      
     647      8      -37.9683      -37.9855      0.00214584      5.67897e-05      0      8.88215e-06      
     648      8      -38.1943      -38.1538      0.0050665      0.000130002      0      2.15928e-05      
     649      8      -38.059      -38.0762      0.00214156      7.77157e-05      0      1.35056e-05      
     650      8      -38.0821      -38.1021      0.00249934      7.68317e-05      0      1.33898e-05      
     651      8      -38.3716      -38.3925      0.00262142      7.95053e-05      0      1.0705e-05      
     652      8      -36.9791      -36.9748      0.000541155      4.76188e-05      0      7.32594e-06      
     653      8      -38.2148      -38.1624      0.0065516      0.000115561      0      2.15201e-05      
     654      8      -32.215      -32.1859      0.00363681      0.000283834      0      5.11282e-05      
     655      8      -38.3841      -38.393      0.00111308      4.58098e-05      0      6.84127e-06      
     656      8      -37.9304      -37.9841      0.00670789      0.000105918      0      1.34511e-05      
     657      8      -37.9153      -37.9516      0.00454783      0.000175513      0      2.95513e-05      
     658      8      -38.2332      -38.2419      0.00109499      0.000130346      0      2.50934e-05      
     659      8      -37.875      -37.8759      0.000114449      6.38048e-05      0      8.60724e-06      
     660      8      -34.126      -34.1201      0.000734766      0.000273678      0      4.69435e-05      
     661      8      -38.18      -38.2318      0.00647796      0.000160337      0      2.81846e-05      
     662      8      -30.7675      -30.7519      0.00194632      0.000252922      0      4.24192e-05      
     663      8      -38.2751      -38.2391      0.00450163      0.000118557      0      1.81603e-05      
     664      8      -37.6255      -37.6587      0.00414443      0.000130829      0      1.9156e-05      
     665      8      -37.5401      -37.5306      0.00119277      0.000216587      0      4.21531e-05      
     666      8      -38.2219      -38.2503      0.00354687      0.000104475      0      1.45959e-05      
     667      8      -37.4533      -37.4466      0.000848389      3.47862e-05      0      5.54396e-06      
     668      8      -38.3485      -38.4039      0.00692146      0.00014958      0      2.84506e-05      
     669      8      -37.6467      -37.649      0.000286221      0.000148349      0      2.37198e-05      
     670      8      -33.9684      -33.9594      0.0011173      0.00026299      0      4.73051e-05      
     671      8      -37.3886      -37.4115      0.00285994      0.00017035      0      2.70844e-05      
     672      8      -37.8817      -37.8812      6.4608e-05      8.61509e-05      0      1.71297e-05      
     673      8      -38.446      -38.4815      0.00443525      2.80371e-05      0      3.77828e-06      
     674      8      -38.2912      -38.3638      0.00906994      0.000122748      0      1.78058e-05      
     675      8      -38.1884      -38.1715      0.00211361      0.000144908      0      2.65648e-05      
     676      8      -36.9711      -36.995      0.00298746      0.0001579      0      2.5967e-05      
     677      8      -37.8466      -37.845      0.000191277      7.31776e-05      0      1.21342e-05      
     678      8      -36.7033      -36.6998      0.000441918      5.7774e-05      0      9.4475e-06      
     679      8      -34.4098      -34.3962      0.00169922      0.000209998      0      3.42006e-05      
     680      8      -37.9068      -37.962      0.00690486      0.000108425      0      1.54908e-05      
     681      8      -37.5581      -37.5858      0.00346911      0.000176565      0      3.1963e-05      
     682      8      -36.6944      -36.7372      0.00534886      0.00022099      0      3.93628e-05      
     683      8      -38.5959      -38.6427      0.00585191      0.000118991      0      2.20644e-05      
     684      8      -38.0366      -38.0639      0.00341419      0.000121302      0      1.73119e-05      
     685      8      -38.3227      -38.3506      0.00348498      0.000115059      0      1.58817e-05      
     686      8      -38.1871      -38.2035      0.00204311      8.23256e-05      0      1.45883e-05      
     687      8      -38.1156      -38.1718      0.00703021      0.00019321      0      3.85859e-05      
     688      8      -37.1768      -37.2003      0.00293975      0.000111614      0      1.39383e-05      
     689      8      -37.9818      -37.9957      0.00173018      0.000193796      0      3.69085e-05      
     690      8      -37.7527      -37.6417      0.0138719      0.000148825      0      2.3938e-05      
     691      8      -38.1333      -38.1334      1.90613e-05      0.000102893      0      2.00727e-05      
     692      8      -37.9058      -37.9279      0.00275222      0.000142622      0      2.37988e-05      
     693      8      -38.0261      -38.0168      0.00116395      6.7677e-05      0      9.55066e-06      
     694      8      -36.8278      -36.8622      0.0042928      0.000213708      0      3.88288e-05      
     695      8      -36.4349      -36.375      0.00749385      0.000188828      0      3.23538e-05      
     696      8      -38.5601      -38.6088      0.00608692      7.90525e-05      0      1.06773e-05      
     697      8      -38.3852      -38.4116      0.00330693      0.000118197      0      1.96496e-05      
     698      8      -38.3202      -38.3747      0.00681709      0.000111804      0      2.00023e-05      
     699      8      -38.511      -38.5529      0.0052314      7.93647e-05      0      1.16799e-05      
     700      8      -37.7549      -37.7491      0.000723497      0.0001318      0      2.17902e-05      
     701      8      -37.996      -37.9866      0.00117075      9.26401e-05      0      1.70018e-05      
     702      8      -38.0849      -38.0554      0.00369769      0.000120064      0      2.21621e-05      
     703      8      -37.7005      -37.7085      0.000997239      8.09972e-05      0      1.52068e-05      
     704      8      -37.7098      -37.6985      0.00141034      0.000100819      0      1.63284e-05      
     705      8      -38.1588      -38.1582      8.03044e-05      8.68562e-05      0      1.26821e-05      
     706      8      -38.1997      -38.2272      0.00343074      9.63158e-05      0      1.24376e-05      
     707      8      -38.1149      -38.1097      0.000639963      9.30847e-05      0      1.51842e-05      
     708      8      -38.2016      -38.1895      0.00151332      0.000152162      0      2.74724e-05      
     709      8      -37.8495      -37.8724      0.0028573      0.000160505      0      2.3995e-05      
     710      8      -37.8272      -37.8897      0.00781531      0.000130656      0      1.78901e-05      
     711      8      -38.4442      -38.4981      0.00673599      0.000108385      0      1.68879e-05      
     712      8      -36.1037      -36.0918      0.00148833      0.000195495      0      3.01351e-05      
     713      8      -37.7086      -37.6426      0.00825953      7.35902e-05      0      1.27339e-05      
     714      8      -37.5429      -37.5323      0.00133112      0.000171238      0      2.94709e-05      
     715      8      -37.7366      -37.6165      0.0150179      0.000114196      0      1.51823e-05      
     716      8      -38.3273      -38.3371      0.00121859      9.37828e-05      0      1.67643e-05      
     717      8      -38.5484      -38.5893      0.00510559      9.20968e-05      0      1.26285e-05      
     718      8      -38.2973      -38.2836      0.00171591      0.000100891      0      1.61946e-05      
     719      8      -38.4579      -38.4983      0.0050473      8.52911e-05      0      1.12298e-05      
     720      8      -36.8494      -36.8642      0.00185242      0.000243758      0      4.735e-05      
     721      8      -38.136      -38.1257      0.00128458      7.84259e-05      0      1.27577e-05      
     722      8      -37.1455      -37.1602      0.00183023      0.0001667      0      2.69339e-05      
     723      8      -37.8376      -37.8417      0.000512464      5.45832e-05      0      8.18514e-06      
     724      8      -37.2871      -37.3176      0.00381204      0.000169752      0      2.62389e-05      
     725      8      -38.1173      -38.1526      0.0044125      0.000149595      0      2.39439e-05      
     726      8      -35.9278      -35.9576      0.00373171      0.000156109      0      2.47564e-05      
     727      8      -34.6273      -34.6191      0.00102542      0.000216782      0      3.42945e-05      
     728      8      -37.8006      -37.8551      0.00680497      0.000144347      0      2.45315e-05      
     729      8      -37.9132      -37.8946      0.00232218      0.000168572      0      3.25907e-05      
     730      8      -38.5579      -38.6013      0.005424      0.000121731      0      2.27982e-05      
     731      8      -38.5954      -38.6439      0.00605787      0.000112217      0      2.11943e-05      
     732      8      -38.2303      -38.2512      0.00261695      0.000151392      0      2.49932e-05      
     733      8      -38.4582      -38.4905      0.00404327      0.000102597      0      1.64484e-05      
     734      8      -38.0027      -38.01      0.000905995      8.21808e-05      0      1.44688e-05      
     735      8      -38.1374      -38.1234      0.00174315      4.7798e-05      0      6.38696e-06      
     736      8      -36.6057      -36.6007      0.000619533      3.31062e-05      0      4.82567e-06      
     737      8      -38.5222      -38.5542      0.00400029      0.00010184      0      1.61068e-05      
     738      8      -37.1384      -37.1202      0.00227639      6.09836e-05      0      9.21586e-06      
     739      8      -36.1749      -36.1681      0.000854718      4.557e-05      0      7.88554e-06      
     740      8      -38.237      -38.2573      0.00253646      8.36106e-05      0      1.2624e-05      
     741      8      -37.9146      -37.9413      0.00334526      0.000130621      0      2.14664e-05      
     742      8      -37.4044      -37.4029      0.000187135      0.000159587      0      2.46104e-05      
     743      8      -37.2009      -37.19      0.00137007      2.4105e-05      0      3.84115e-06      
     744      8      -38.3224      -38.3281      0.000716831      0.000104959      0      1.76438e-05      
     745      8      -38.279      -38.2604      0.00231872      8.00199e-05      0      1.22218e-05      
     746      8      -38.4473      -38.5007      0.00667572      9.91801e-05      0      1.55075e-05      
     747      8      -36.5618      -36.5455      0.00203005      0.000217937      0      4.07678e-05      
     748      8      -38.3219      -38.3331      0.00140678      7.8224e-05      0      9.23168e-06      
     749      8      -38.0705      -38.0888      0.00229262      0.000133858      0      1.78049e-05      
     750      8      -38.0954      -38.149      0.00669625      5.23727e-05      0      6.66998e-06      
     751      8      -38.105      -38.1155      0.00131739      7.69821e-05      0      1.33827e-05      
     752      8      -38.0531      -38.0024      0.00634007      8.80423e-05      0      1.3241e-05      
     753      8      -38.4809      -38.5148      0.00424319      4.95398e-05      0      6.71484e-06      
     754      8      -36.6043      -36.6301      0.00323161      0.000219509      0      4.08569e-05      
     755      8      -37.5366      -37.5078      0.00359822      0.000185603      0      3.11187e-05      
     756      8      -38.1582      -38.1957      0.00468788      0.00014778      0      2.37645e-05      
     757      8      -37.4536      -37.4466      0.000865195      7.97888e-05      0      1.42663e-05      
     758      8      -38.4709      -38.5194      0.00606722      0.000128539      0      2.08129e-05      
     759      8      -38.5179      -38.5532      0.00441707      0.000112971      0      1.94322e-05      
     760      8      -38.2388      -38.264      0.0031406      7.73498e-05      0      1.12967e-05      
     761      8      -38.4628      -38.5081      0.00565955      8.13404e-05      0      1.23905e-05      
     762      8      -38.2418      -38.2693      0.00343851      0.000117314      0      2.24122e-05      
     763      8      -36.5339      -36.5308      0.000388966      0.000211353      0      3.68676e-05      
     764      8      -38.5039      -38.5558      0.00649233      9.51829e-05      0      1.5593e-05      
     765      8      -37.1006      -37.1379      0.00466055      5.08875e-05      0      5.53785e-06      
     766      8      -37.0257      -37.0371      0.0014226      0.000116952      0      1.80996e-05      
     767      8      -37.5346      -37.5409      0.000785371      7.8462e-05      0      1.32222e-05      
     768      8      -38.2503      -38.291      0.00509581      0.000176151      0      3.24116e-05      
     769      8      -38.0961      -38.0537      0.00530314      8.50947e-05      0      1.28706e-05      
     770      8      -38.066      -38.0752      0.00115257      0.00018373      0      3.48041e-05      
     771      8      -38.6328      -38.6786      0.00571955      0.000119373      0      2.04134e-05      
     772      8      -37.5014      -37.4922      0.00115748      5.26699e-05      0      8.60097e-06      
     773      8      -38.3759      -38.4077      0.00398179      6.66147e-05      0      1.03397e-05      
     774      8      -38.2424      -38.2725      0.00376525      9.81425e-05      0      1.54368e-05      
     775      8      -38.5993      -38.6487      0.00617493      0.000100767      0      1.78361e-05      
     776      8      -38.1578      -38.1395      0.00227885      8.94581e-05      0      1.47167e-05      
     777      8      -38.1476      -38.1676      0.00249704      0.000104031      0      1.52197e-05      
     778      8      -38.1971      -38.1477      0.00617628      0.000109326      0      1.86624e-05      
# aIn.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     779      216      -1039.35      -1039.91      0.00262574      0.865926      1.01794      0.0097921      
