# Displaced_A15.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
   317    2    -22.653    -22.6206    0.0161976    4.98316e-15    0    1.91947e-15    
   318    2    4.06742    4.09689    0.0147341    7.39184e-15    0    2.39276e-15    
   319    2    56.2694    56.2628    0.00329539    5.47954e-13    0    2.16361e-13    
   320    2    -22.6216    -22.5851    0.0182472    4.58413e-14    0    1.87096e-14    
   321    2    -21.8015    -21.7955    0.00297546    3.00521e-15    0    1.10328e-15    
   322    2    33.0772    33.1101    0.0164206    3.57016e-14    0    1.3037e-14    
   323    2    -20.8653    -20.886    0.010348    1.01612e-15    0    3.44632e-16    
   324    2    -23.6164    -23.6013    0.00753889    1.34053e-14    0    5.45975e-15    
   325    2    -23.2501    -23.2073    0.0213865    8.41868e-16    0    2.12793e-16    
   326    2    -19.8718    -19.8981    0.0131394    5.81936e-15    0    2.36616e-15    
   327    2    -23.408    -23.4055    0.00127332    8.54578e-15    0    3.45788e-15    
   328    2    -4.81497    -4.78132    0.016822    1.19056e-14    0    3.86323e-15    
   329    2    -18.8495    -18.8649    0.00772547    2.43712e-15    0    8.51171e-16    
   330    2    -17.7999    -17.8131    0.00659029    1.87874e-15    0    5.80554e-16    
   331    2    -11.1596    -11.1972    0.0188196    2.2982e-14    0    8.93117e-15    
   332    2    -23.675    -23.6967    0.0108282    1.53696e-14    0    6.23517e-15    
# Volume_FCC.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
   333    4    -19.0536    -19.076    0.00559434    4.88491e-14    0    1.36809e-14    
   334    4    -34.8997    -34.8736    0.0065172    2.45884e-15    0    6.62231e-16    
   335    4    -43.936    -43.95    0.00349484    2.35083e-15    0    6.17491e-16    
   336    4    -40.9546    -40.9919    0.00931568    5.12124e-15    0    1.42594e-15    
   337    4    -43.4935    -43.4539    0.00989575    6.7755e-14    0    1.95473e-14    
   338    4    -42.6801    -42.6861    0.001503    1.40695e-15    0    3.91469e-16    
   339    4    -33.2165    -33.2247    0.00204853    5.37196e-15    0    1.29714e-15    
   340    4    -26.8161    -26.8627    0.0116603    6.55298e-15    0    1.66432e-15    
   341    4    -25.596    -25.5199    0.0190286    1.5365e-16    0    3.37548e-17    
   342    4    3.45854    3.46307    0.00113289    5.87508e-14    0    1.60909e-14    
   343    4    -31.5736    -31.5959    0.00558843    2.01209e-15    0    5.47016e-16    
   344    4    -45.159    -45.1005    0.0146354    5.25767e-15    0    1.30104e-15    
   345    4    -46.0804    -46.0523    0.00703324    6.45802e-16    0    1.54969e-16    
   346    4    -29.9957    -30.0012    0.00137438    5.03919e-16    0    1.00614e-16    
   347    4    -22.8132    -22.8504    0.00930981    4.22478e-16    0    1.20509e-16    
   348    4    -9.19739    -9.16469    0.00817458    3.39314e-14    0    9.32934e-15    
   349    4    -24.1811    -24.1503    0.00768816    6.51398e-16    0    1.51029e-16    
   350    4    -46.4352    -46.4268    0.00210411    4.01266e-15    0    1.04893e-15    
   351    4    -28.486    -28.4511    0.0087131    7.86407e-15    0    2.25196e-15    
   352    4    40.3599    40.3416    0.00457108    2.18755e-14    0    5.07486e-15    
   353    4    19.6085    19.6179    0.00235342    3.33251e-14    0    7.81589e-15    
   354    4    -27.0276    -26.9544    0.0183089    7.48069e-16    0    1.8988e-16    
   355    4    -46.3471    -46.3237    0.0058495    7.40553e-16    0    1.5027e-16    
   356    4    -45.8623    -45.8289    0.00834814    8.99016e-14    0    2.59491e-14    
   357    4    -38.2328    -38.1603    0.0181159    2.82368e-15    0    6.55725e-16    
   358    4    -33.0147    -32.9197    0.023732    1.03145e-14    0    2.58904e-15    
   359    4    -41.2979    -41.2727    0.00631572    2.69796e-14    0    7.76809e-15    
   360    4    -39.8106    -39.7533    0.0143187    2.57605e-15    0    5.48751e-16    
   361    4    -37.5589    -37.5474    0.00285496    8.27375e-15    0    1.83007e-15    
   362    4    -36.5851    -36.526    0.0147926    2.17306e-15    0    5.30825e-16    
   363    4    -45.0243    -45.0161    0.00205783    3.80871e-15    0    1.02856e-15    
