       299.999993   2.190707328091e-06
       350.000001   2.578929030867e-06
       399.999991   2.971020664629e-06
       448.700003   3.502485183541e-06
       498.550013   3.869222115369e-06
       548.410006   4.231157868078e-06
       598.260015   4.584343938822e-06
       648.119971   4.924882718643e-06
       697.970018   5.250729270715e-06
       747.829974   5.560170206552e-06
       797.680020   5.852532016766e-06
       847.539976   6.128061723437e-06
       897.390023   6.386750994148e-06
       947.249979   6.629668274141e-06
       997.100025   6.857264765228e-06
      1046.999991   7.070865452404e-06
      1096.799970   7.270621523744e-06
      1146.700010   7.458363345474e-06
      1196.499988   7.634067692938e-06
      1246.400028   7.799255397205e-06
      1296.200007   7.954097294618e-06
      1346.099973   8.099514806680e-06
      1395.899951   8.236182340929e-06
      1445.800066   8.364549897686e-06
      1495.700032   8.485699611070e-06
      1545.500010   8.599358271505e-06
      1595.399976   8.706791351196e-06
      1645.199955   8.807876822400e-06
      1695.100069   8.903286121697e-06
      1744.900048   8.993203173877e-06
      1794.800013   9.078145830705e-06
      1844.599992   9.158308733642e-06
      1894.499958   9.234285344096e-06
      1944.299936   9.306101246013e-06
      1994.200051   9.374418345187e-06
      2044.100016   9.439250928434e-06
      2093.899995   9.500892452786e-06
      2143.799961   9.559671477521e-06
      2193.599939   9.615752897068e-06
      2243.500054   9.669474789008e-06
      2293.300033   9.720938952353e-06
      2343.199998   9.770554312053e-06
      2392.999977   9.818332770668e-06
      2442.899942   9.864734452244e-06
      2492.800057   9.909795058215e-06
      2542.600036   9.953715190681e-06
      2592.499852   9.996745446233e-06
      2642.300129   1.003900249116e-05
      2692.199945   1.008069881763e-05
      2741.999924   1.012192967732e-05
      2791.900039   1.016293672274e-05
      2841.700017   1.020370567332e-05
      2891.600132   1.024462224182e-05
      2941.400111   1.028545428781e-05
      2991.299927   1.032683038118e-05
      3041.200042   1.036834695219e-05
      3091.000021   1.041056827696e-05
      3140.900135   1.045317412861e-05
      3190.700114   1.049661331536e-05
      3240.599930   1.054066320880e-05
      3290.399909   1.058547738751e-05
      3340.300024   1.063133680678e-05
      3390.100002   1.067775574612e-05
      3440.000117   1.072582824847e-05
      3489.899933   1.077423884713e-05
      3539.699912   1.082456254321e-05
      3589.600027   1.087514099273e-05
      3639.400005   1.092771705595e-05
      3689.300120   1.098080026675e-05
      3739.100099   1.103563347186e-05
      3788.999915   1.109153810066e-05
      3838.799894   1.114865463080e-05
      3888.700008   1.120742949245e-05
      3938.600123   1.126675316375e-05
      3988.400102   1.132808873556e-05
      4038.299918   1.138932311380e-05
      4088.099897   1.145312177234e-05
      4138.000011   1.151652876371e-05
      4187.799990   1.158263694289e-05
      4237.700105   1.164876297278e-05
      4287.500083   1.171693543123e-05
      4337.399900   1.178585551011e-05
      4387.199879   1.185561129585e-05
      4437.099993   1.192677303144e-05
      4487.000108   1.199806572014e-05
      4536.800086   1.207104531397e-05
      4586.699903   1.214438085483e-05
      4636.499882   1.221957829401e-05
      4686.399996   1.229559716572e-05
      4736.199975   1.237277912393e-05
      4786.100090   1.245101822525e-05
      4835.900068   1.252915732511e-05
      4885.799885   1.260860594975e-05
      4935.699999   1.268730576182e-05
      4985.499978   1.276758176090e-05
      5035.399795   1.284714109743e-05
      5085.200071   1.292864090664e-05
      5135.099888   1.300921333372e-05
      5184.900165   1.309147028167e-05
      5234.799981   1.317274271271e-05
      5284.600258   1.325502942018e-05
      5334.500074   1.333755065236e-05
      5384.299755   1.341954689248e-05
      5434.200168   1.350408002517e-05
      5484.099984   1.358613340007e-05
      5533.900261   1.367209153170e-05
      5583.800077   1.375505443178e-05
      5633.599758   1.384121970662e-05
      5683.500171   1.392556474519e-05
      5733.299851   1.401033001833e-05
      5783.200264   1.409443815419e-05
      5832.999945   1.417720581363e-05
      5882.899761   1.425971276523e-05
      5932.800174   1.434157090572e-05
      5982.599854   1.442313738049e-05
      6032.500267   1.450443718679e-05
      6082.299948   1.458617866100e-05
      6132.199764   1.466665227874e-05
      6182.000041   1.474866994596e-05
      6231.899858   1.482946141880e-05
      6281.700134   1.491147550963e-05
      6331.599951   1.499403841012e-05
      6381.400228   1.507445607898e-05
      6431.300044   1.515743207375e-05
      6481.199861   1.523456998562e-05
      6531.000137   1.531461027411e-05
      6580.899954   1.538913866722e-05
      6630.700231   1.546544444238e-05
      6680.600047   1.554036093251e-05
